Item Details,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Total Qty.
Morton  MANGO JAM 500 GMS 125 *12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0
Morton  MANGO PANNA  750 ML 125 *12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0
Morton  MANGO PULP (A) 3.1 Kg. 500 *6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0
Morton  MANGO PULP (A) 850 GMS 160 *24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,48.0
Morton  MANGO PULP (T)  3.1 KG 350 *6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,12.0,144.0,1278.0,600.0,2076.0
Morton  MANGO PULP (T) 850 GMS 120 *24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,24.0,0.0,0.0,72.0
Morton  MIXED FRUIT JAM 270 GMS 65 *24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,72.0,0.0,0.0,24.0,215.0
Morton  MIXED FRUIT JAM 5 KGS 620 *4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,8.0,0.0,0.0,40.0
Morton  MIXED FRUIT JAM 500 GMS 125 *12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,24.0,0.0,0.0,0.0,84.0
Morton  MUSHROOM IN BRINE @  89.50/- 800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,48.0
Morton  MUSHROOM SLICE 800 GMS 115 *24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,72.0
Morton  ORANGE CRUSH 1L 190 *6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,42.0,6.0,18.0,0.0,114.0
Morton  ORANGE CRUSH 750 ML 150 *12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,36.0,0.0,60.0
Morton  ORANGE MARMALADE JAM  500 GMS 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0
Morton  ORANGE MARMALDE JAM 270 GM 65*24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0
Morton  PINEAPPLE CRUSH 1L 190 *6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,66.0,48.0,84.0,48.0,294.0
Morton  PINEAPPLE CRUSH 5 LTR 700 *4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,36.0,8.0,0.0,52.0
Morton  PINEAPPLE CRUSH 750 ML 150 *12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0
Morton  PINEAPPLE JAM 270 GMS 65 *24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0
Morton  PINEAPPLE JAM 5 KGS 620 *4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,20.0
Morton  PINEAPPLE SLICES 450 GMS 65 *48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,96.0
Morton  PINEAPPLE SLICES 840 GMS 110 *24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,0.0,384.0
Morton  RED CHILLI SAUCE  750 GMS 75 *12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0
Morton  RED CHILLI SAUCE 200 GMS 30 *36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,72.0
Morton  S.CORN (W.GRAIN)  425 GMS 55 *48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,144.0,0.0,48.0,0.0,336.0
Morton  SARSON KA SAAG PLAIN 450 GMS 75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,48.0
Morton  SOYA SAUCE 220 GMS 35 *36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,72.0,36.0,144.0,0.0,323.0
Morton  SOYA SAUCE 700 GMS 70 *12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,132.0,108.0,24.0,0.0,348.0
Morton  STRAWBERRY CRUSH 1L 190 *6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,204.0,48.0,90.0,48.0,438.0
Morton  STRAWBERRY CRUSH 5 LTR 700 *4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,0.0,32.0
Morton  STRAWBERRY CRUSH 750 ML 150 *12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,36.0,0.0,60.0
Morton  SYNTHETIC VINEGAR 180 ML 30 *36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,144.0,36.0,108.0,36.0,504.0
Morton  SYNTHETIC VINEGAR 580 ML 60 *12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,467.0,444.0,468.0,0.0,1463.0
Morton  TOMATO PASTE 900 GMS 180 *24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0
Morton  TOMATO PUREE  850 GMS 95 *24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1606.0,672.0,1152.0,1152.0,360.0,4942.0
Morton  WHITE OATS 500 GMS 110 *32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,96.0,0.0,160.0
Morton Drink MANGO  220ml 40*24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,216.0,0.0,0.0,0.0,528.0
Morton Drink MIXED FRUIT  220ml 40*24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,480.0,0.0,0.0,48.0,944.0
Morton Drink ORANGE 220ml 40*24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,144.0,0.0,36.0,0.0,443.0
Morton Drink PINEAPPLE 220ml 40*24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,360.0,0.0,0.0,72.0,789.0
Morton GREEN CHILLI SAUCE 900 GMS 70*24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,71.0,0.0,36.0,0.0,143.0
Morton LIME JUICE CORDIAL 750 ML 125*12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,36.0,24.0,0.0,0.0,72.0
Morton MIXED FRUIT JAM 1KG 150*20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,40.0,0.0,80.0
Morton MUSHROOM IN BRINE  800 GM 175*24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,120.0,95.0,24.0,72.0,767.0
Morton ORANGE MARMALADE JAM (BLISTER) 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0
Morton PINEAPPLE SLICES  850 GM 130*24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,1176.0,1248.0,1628.0,624.0,5732.0
Morton S CORN(CREAM STYLE)  400 GM 60*48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,48.0,288.0,0.0,0.0,840.0
Morton TOMATO KETCHUP (N.P) 1KG. 125*12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,60.0,60.0,72.0,36.0,372.0
Morton TOMATO KETCHUP (N.P) 200 GM *36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,72.0,36.0,72.0,0.0,312.0
Morton TOMATO KETCHUP (N.P) 500 GM *12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,24.0,0.0,24.0,0.0,108.0
Morton TOMATO KETCHUP POUCH 1 KG 115 *12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,540.0,552.0,99.0,180.0,1587.0
MYSORE SANDAL BODYWASH 200ML 175/-,12.0,0.0,0.0,0.0,1.0,25.0,21.0,0.0,0.0,0.0,0.0,0.0,59.0
MYSORE SANDAL GOLD SOAP 125g 80/-,66.0,48.0,84.0,48.0,24.0,21.0,0.0,0.0,0.0,0.0,0.0,96.0,387.0
MYSORE SANDAL SJR  3*150g MRP 190,54.0,11.0,30.0,72.0,18.0,72.0,0.0,24.0,0.0,0.0,66.0,0.0,347.0
MYSORE SANDAL SOAP 125g MRP 62,77.0,96.0,130.0,120.0,0.0,124.0,0.0,54.0,0.0,0.0,0.0,0.0,601.0
MYSORE SANDAL SOAP 150g MRP 75,150.0,29.0,90.0,114.0,66.0,168.0,102.0,72.0,30.0,0.0,0.0,90.0,911.0
MYSORE SANDAL SOAP 3*150g 220,90.0,42.0,96.0,78.0,69.0,43.0,96.0,84.0,51.0,91.0,9.0,0.0,749.0
MYSORE SANDAL SOAP 75g 38/-,186.0,15.0,200.0,150.0,50.0,200.0,0.0,168.0,0.0,0.0,0.0,0.0,969.0
MYSORE SANDAL TALC 100g 45/-,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0
Navratna Almond Cool Oil 100 ml,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Navratna Almond Cool Oil 200 ml,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Navratna Almond Cool Oil 50 ml,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Navratna Cool Talc Active Deo 100 gm,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Navratna Cool Talc Active Deo 400 gm,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Navratna Mint Fresh Talc  400 gm,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Oleev Active 1 Ltr PB,2.0,0.0,1.0,0.0,17.0,9.0,4.0,25.0,20.0,28.0,4.0,0.0,110.0
Oleev Active 5 Ltr,4.0,7.0,4.0,6.0,12.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0
Oleev EVO 1 Ltr,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,13.0
OLEEV EX  LIGHT GB - 500ml 799/-,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,9.0
OLEEV EX  VIRGIN GB - 1 LTR MRP 1499,10.0,5.0,4.0,5.0,0.0,2.0,2.0,1.0,0.0,6.0,4.0,0.0,39.0
Oleev Pomace 5 Ltr,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
OLEEV POMACE-1 LTR PET,5.0,5.0,5.0,1.0,3.0,15.0,12.0,9.0,5.0,16.0,10.0,8.0,94.0
OPERA - PIRI-PIRI CHIPS 60 Gm,0.0,0.0,0.0,0.0,0.0,0.0,144.0,615.0,14.0,0.0,0.0,0.0,773.0
Opera Jalepeno 60 Gm,0.0,0.0,0.0,0.0,0.0,0.0,144.0,576.0,24.0,23.0,0.0,0.0,766.0
OPERA  BARBECUE 60 Gm,0.0,0.0,0.0,0.0,0.0,0.0,144.0,645.0,191.0,0.0,96.0,48.0,1124.0
OPERA  CHIPOTLE60 Gm ,0.0,0.0,0.0,0.0,0.0,0.0,144.0,612.0,24.0,0.0,96.0,48.0,924.0
Opera  Italian Herbs Chips 60 Gm,0.0,0.0,0.0,0.0,0.0,0.0,144.0,582.0,24.0,23.0,0.0,17.0,790.0
Opera  Salt& Black Pepper 60Gm,0.0,0.0,0.0,0.0,0.0,0.0,144.0,598.0,24.0,0.0,0.0,0.0,766.0
OPERA  SRIRACHA 60 Gm,0.0,0.0,0.0,0.0,0.0,0.0,144.0,607.0,118.0,0.0,72.0,20.0,961.0
PA 40 Degree Cool Citrus BOGO-245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA 40 Degree Cool Oriental BOGO-245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA Asl Cool Blue 100ml 199/,0.0,0.0,0.0,0.0,6.0,36.0,2.0,4.0,6.0,0.0,0.0,0.0,54.0
PA Asl Cool Blue Splash 50ml 125/-,75.0,75.0,45.0,66.0,93.0,58.0,57.0,35.0,58.0,45.0,14.0,60.0,681.0
PA Asl Good Morning Splash 100ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA Asl Good Morning Splash 50ml 125/-,48.0,36.0,48.0,95.0,65.0,60.0,7.0,35.0,36.0,59.0,49.0,51.0,589.0
PA BD Voyage Fuji Spice 135ml 210/-,0.0,47.0,0.0,24.0,6.0,57.0,12.0,6.0,0.0,0.0,0.0,126.0,278.0
PA Beer Shampoo Anti Dundruff 180ml,72.0,126.0,108.0,72.0,89.0,60.0,148.0,109.0,37.0,107.0,89.0,94.0,1111.0
PA Beer Shampoo Anti Dundruff 350ml,60.0,144.0,128.0,62.0,114.0,12.0,131.0,144.0,181.0,107.0,62.0,61.0,1206.0
PA Beer Shampoo Daily Shine 180ml,180.0,48.0,114.0,178.0,68.0,163.0,118.0,114.0,51.0,116.0,110.0,100.0,1360.0
PA Beer Shampoo Daily Shine 350ml,96.0,40.0,75.0,42.0,114.0,42.0,135.0,48.0,113.0,104.0,27.0,23.0,859.0
PA Beer Shampoo Daily Shine 700ml 349/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0
PA Beer Shampoo Damage Free Hair 180ml,104.0,120.0,192.0,149.0,189.0,48.0,93.0,146.0,113.0,103.0,149.0,171.0,1577.0
PA Beer Shampoo Damage Free Hair 350ml,48.0,120.0,75.0,90.0,116.0,97.0,140.0,47.0,99.0,69.0,58.0,83.0,1042.0
PA BF Alps + Fuji Pack of 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0
PA Body Deo Alter Ego 100gm (Mrp 240/-),1.0,27.0,0.0,0.0,12.0,0.0,36.0,0.0,0.0,0.0,0.0,37.0,111.0
PA Body Deo Cool Blue 100gm (Mrp 199/-),6.0,30.0,42.0,72.0,59.0,32.0,39.0,29.0,24.0,47.0,24.0,15.0,419.0
PA Body Deo Cool Blue 250ml 280/-,52.0,70.0,210.0,75.0,35.0,194.0,109.0,10.0,143.0,86.0,50.0,14.0,1048.0
PA Body Deo Electric 100gm (Mrp 199/-),0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0
PA Body Deo Good Morning 100gm (Mrp 199),24.0,12.0,60.0,65.0,4.0,51.0,4.0,0.0,29.0,11.0,38.0,207.0,505.0
PA Body Deo Good Morning 220ml 265/-,58.0,103.0,81.0,50.0,73.0,0.0,0.0,14.0,74.0,46.0,36.0,0.0,535.0
PA Body Deo Hero 100gm (Mrp 199/-),0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0
PA Body Deo Horizon 100 gm (Mrp 199/-),0.0,0.0,6.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
PA Body Deo Storm 100gm (Mrp 199/-),12.0,46.0,97.0,59.0,54.0,11.0,47.0,84.0,22.0,56.0,23.0,24.0,535.0
PA Body Deo Storm 250ml 265/-,84.0,7.0,266.0,56.0,43.0,230.0,73.0,292.0,138.0,99.0,30.0,164.0,1482.0
PA Body Deo Tranquil 100gm (Mrp 199/-),2.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
PA Body Deo Voyage 100gm 240/-,111.0,201.0,93.0,144.0,163.0,141.0,83.0,101.0,113.0,89.0,85.0,156.0,1480.0
PA Body Deo Voyage Alps 135ml 210/-,0.0,48.0,21.0,75.0,18.0,0.0,21.0,54.0,5.0,9.0,54.0,6.0,311.0
PA Body Fragrance Alexander 150 ml 199/-,27.0,101.0,87.0,19.0,20.0,74.0,39.0,27.0,0.0,51.0,7.0,47.0,464.0
PA Body Fragrance EPIC 150 ml 199/-,6.0,57.0,31.0,9.0,22.0,8.0,12.0,10.0,0.0,27.0,534.0,9.0,720.0
PA Body Fragrance Marcus 150 ml  199/-,14.0,46.0,17.0,29.0,81.0,8.0,31.0,21.0,0.0,70.0,502.0,6.0,813.0
PA Deo  Assorted (2+1) 150ml MRP398,213.0,260.0,143.0,188.0,159.0,119.0,0.0,240.0,191.0,181.0,116.0,300.0,2109.0
PA Deo  Assorted GGS(2+1) 150ml MRP398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0
PA Deo Regal+ Magnifico Mrp- 385,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0
PA Deo Voyage Signature (2+1) 480/-,316.0,402.0,401.0,311.0,408.0,214.0,0.0,309.0,226.0,258.0,163.0,303.0,3311.0
PA EAUDE COLONGE 100ml 105/-,18.0,48.0,5.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,99.0
PA EAUDE PERFUME 9 to 5 50ml 280/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA EDP Conquer 100ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA EDP Euphoria 100ml,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
PA EDP G.F. 9-5 50ml (MRP 280),0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
PA EDP G.F. Original  50ml,0.0,48.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,96.0
PA EDP HARMONY 100ml,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA GM Shaving Foam  200gm 175/-,10.0,0.0,27.0,22.0,11.0,20.0,2.0,0.0,0.0,0.0,21.0,0.0,103.0
PA Good Morning Electric 150ml (Mrp 195),0.0,24.0,9.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
PA Good Morning Intense150ml (Mrp 199),36.0,47.0,96.0,27.0,51.0,40.0,72.0,30.0,57.0,381.0,72.0,102.0,1011.0
PA Good Morning Ultimate 150ml (Mrp 230),34.0,63.0,74.0,70.0,49.0,55.0,28.0,31.0,62.0,38.0,37.0,103.0,644.0
PA Groomig Gift Collection MRP748/-,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
PA Grooming Kit GM Regular,6.0,17.0,15.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,86.0
PA Grooming Kit GM Regular MRP685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0
PA Hair Style Gel Rugged Hold,71.0,42.0,36.0,69.0,0.0,56.0,52.0,9.0,10.0,12.0,0.0,0.0,357.0
PA Hair Style Gel Soft Hold,54.0,80.0,76.0,12.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,0.0,270.0
PA Hair Style Gel Wet look,48.0,95.0,128.0,159.0,6.0,167.0,160.0,96.0,96.0,0.0,0.0,0.0,955.0
PA Neo Perfume Deo Mega Pack Mrp- 299,186.0,82.0,190.0,1138.0,1215.0,260.0,150.0,204.0,60.0,24.0,6.0,62.0,3577.0
PA NEO PERFUME DEO Mrp- 240,12.0,60.0,0.0,0.0,0.0,0.0,0.0,45.0,70.0,61.0,77.0,186.0,506.0
PA Perfume Deo Impact Icon Mrp- 230,9.0,31.0,134.0,222.0,598.0,177.0,596.0,293.0,159.0,146.0,21.0,205.0,2591.0
PA Perfume Deo Impact Icon Mrp- 250,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0
PA Perfume Deo Impact Magnifico Mrp- 230,30.0,98.0,75.0,313.0,750.0,13.0,27.0,32.0,39.0,164.0,35.0,244.0,1820.0
PA Perfume Deo Impact Regal Mrp- 230,53.0,103.0,96.0,79.0,50.0,58.0,78.0,11.0,57.0,36.0,579.0,63.0,1263.0
PA Perfume Gravitas MRP230/-,607.0,84.0,149.0,18.0,0.0,9.0,0.0,21.0,3.0,128.0,171.0,29.0,1219.0
PA Perfume Maestro MRP230/-,217.0,309.0,90.0,21.0,0.0,6.0,15.0,9.0,0.0,262.0,213.0,96.0,1238.0
PA Perfumned Deo Fiesta 135ml (Mrp 195),36.0,36.0,0.0,6.0,0.0,35.0,0.0,0.0,0.0,27.0,0.0,48.0,188.0
PA Perfumned Deo Trance 135ml (Mrp 195),59.0,72.0,74.0,66.0,18.0,34.0,81.0,0.0,0.0,0.0,36.0,61.0,501.0
PA Perfumned Deo Zouk 135ml,51.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,24.0,36.0,48.0,168.0
PA Premium Perfume Gift Set MRP690/-,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
PA PRM ROOM F LAVENDER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0
PA PRM ROOM F ROSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0
PA PRM ROOM F SANDEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0
PA PRM Room Freh. Jasmine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0
PA Prm. Talc Beauty (Twin Pack) (Mrp 150,32.0,66.0,32.0,24.0,24.0,45.0,0.0,39.0,2.0,24.0,48.0,49.0,385.0
PA Prm. Talc Lavender (Twin Pack)-150,24.0,112.0,26.0,49.0,18.0,33.0,8.0,48.0,0.0,0.0,35.0,98.0,451.0
PA Prm. Talc SANDAL (Twin Pack) (Mrp150),12.0,20.0,19.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,71.0
PA SC Deo Voyage 80ml 180/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,29.0,101.0
PA Shaving Brush Silver 85/-,90.0,89.0,102.0,66.0,36.0,49.0,0.0,48.0,30.0,51.0,19.0,0.0,580.0
PA Shaving Cream  Classic  Mrp- 65/-,155.0,96.0,131.0,96.0,108.0,86.0,138.0,180.0,156.0,86.0,906.0,105.0,2243.0
PA Shaving Cream Cool Blue70gm,129.0,231.0,405.0,139.0,47.0,420.0,54.0,0.0,288.0,144.0,124.0,242.0,2223.0
PA Shaving Cream Good Morning 70gm,164.0,269.0,438.0,204.0,65.0,274.0,167.0,138.0,20.0,71.0,107.0,315.0,2232.0
PA Shaving Foam  200gm 175/-,51.0,0.0,36.0,18.0,0.0,3.0,0.0,0.0,0.0,192.0,7.0,0.0,306.0
PA Shaving Foam Good Morning 420gm 230/-,0.0,6.0,12.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,65.0
PA Signature Deo Explore 100gm (Mrp 240),0.0,48.0,0.0,4.0,0.0,4.0,48.0,5.0,0.0,0.0,0.0,0.0,109.0
PA Soap Cool Blue (3+1)125 gm MRP 141,80.0,84.0,105.0,108.0,30.0,117.0,72.0,54.0,60.0,68.0,101.0,148.0,1027.0
PA Soap Cool Blue 125 gm 45,126.0,232.0,265.0,223.0,94.0,156.0,120.0,62.0,39.0,65.0,63.0,98.0,1543.0
PA Soap Good Morning (3+1)125 gm MRP 141,0.0,9.0,43.0,102.0,0.0,0.0,0.0,80.0,34.0,48.0,26.0,54.0,396.0
PA Soap Good Morning 125gm 45,335.0,227.0,171.0,182.0,49.0,195.0,42.0,61.0,14.0,58.0,69.0,87.0,1490.0
PA Soap Luxury (3+1)125 gm MRP 141,60.0,120.0,239.0,153.0,210.0,74.0,26.0,102.0,117.0,78.0,133.0,159.0,1471.0
PA Soap Luxury 125 gm 45,48.0,156.0,186.0,114.0,108.0,88.0,99.0,107.0,0.0,0.0,90.0,72.0,1066.0
PA Soap Storm (3+1)125 gm MRP 135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0
PA Soap Storm 125gm 45/-,137.0,326.0,259.0,121.0,5.0,217.0,0.0,0.0,0.0,108.0,75.0,88.0,1336.0
PA Voyage Perfume  Amazon Woods120ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0
PA Voyage Perfume Spray 220ml +GM 130ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0
PA Voyage Perfume Spray 220ml 299/-,273.0,230.0,411.0,275.0,260.0,1060.0,605.0,430.0,389.0,6285.0,323.0,433.0,10974.0
Pour Home RF French Flora 153G 149/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0
Pour Home RF French Fusion  153G 149/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0
Pour Home RF French Limelife 153G 149/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0
Price Promotions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salary Reimbursment Claim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sales Support Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SECRET TEMP DESIRE 150ML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,29.0
SECRET TEMP EDP TE AMO BREEZE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SECRET TEMP PERFUME ALIVE 18ML 65/-,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,120.0
SECRET TEMP PERFUME BLOOM 18ML 65/,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,120.0
SECRET TEMP PERFUME LUSH 18ML 65/,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,40.0,160.0
SECRET TEMP PERFUMES DREAM 50ML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,36.0,36.0,102.0
SKORE CONDOMS BANANA 10'S PACK,70.0,66.0,56.0,0.0,24.0,144.0,38.0,10.0,54.0,39.0,15.0,36.0,552.0
SKORE CONDOMS BLUES 10'S PACK,86.0,218.0,209.0,180.0,288.0,279.0,10.0,0.0,57.0,175.0,174.0,120.0,1796.0
SKORE CONDOMS CHOCOLATE 10'S PACK,132.0,82.0,146.0,112.0,125.0,186.0,69.0,126.0,45.0,76.0,146.0,77.0,1322.0
SKORE CONDOMS CHOCOLATE 3'S PACK,0.0,0.0,0.0,0.0,0.0,10.0,10.0,30.0,20.0,10.0,0.0,0.0,80.0
SKORE CONDOMS COOL 10'S PACK,49.0,65.0,76.0,26.0,43.0,91.0,25.0,45.0,14.0,63.0,41.0,3.0,541.0
