Item Details,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Total Qty.
GOODHOME RF PASSION -ROSE 160GMS,112.0,76.0,21.0,66.0,81.0,42.0,33.0,35.0,41.0,34.0,51.0,24.0,616.0
GOODHOME RF SANDAL 160GMS,12.0,24.0,0.0,18.0,24.0,12.0,12.0,18.0,6.0,6.0,6.0,0.0,138.0
GOODHOME SCRUB PAD 2-IN-1,48.0,96.0,0.0,48.0,336.0,96.0,98.0,192.0,144.0,72.0,0.0,144.0,1274.0
GOODHOME SCRUB PAD LARGE COMBI 40//,288.0,864.0,216.0,145.0,760.0,0.0,576.0,576.0,288.0,567.0,6.0,0.0,4286.0
GOODHOME SCRUB PAD REGULAR LARGE 14 X 10,5.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,50.0
GOODHOME SCRUB PAD TOUGH 7.5 X 7.5,184.0,353.0,53.0,136.0,156.0,222.0,73.0,328.0,45.0,230.0,30.0,30.0,1840.0
GOODHOME SCRUB PAD Xtra Tough 2+1 50/-,0.0,0.0,0.0,0.0,768.0,288.0,348.0,444.0,144.0,396.0,132.0,12.0,2532.0
GOODHOME SS SCRUBBER,1135.0,1674.0,1344.0,1200.0,1680.0,748.0,1344.0,1680.0,960.0,1080.0,510.0,528.0,13883.0
GOODHOME UNBLOX 50GMS,12.0,66.0,18.0,36.0,30.0,24.0,42.0,18.0,13.0,30.0,18.0,0.0,307.0
GST Mismatch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He Body Prf  Power 122 ml,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
He Body Spray Arctic No-Gas 122 ml,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
He Body Spray Hypnotic No-Gas 122 ml,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
He Body Spray Innovator 150 ml,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
He Body Spray Lagon No-Gas 122 ml,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
He Deo Respect 2*150ml+ Lagon,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
He On The Go Face Wash 50 gm,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
He Perfumed Body Spray (Magician) 150 ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He Perfumed Body Spray (Respect) 150 m,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
He Perfumed Body Spray (Ruler) 150 ml,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
He PerfumedBody Spray (Conqueror) 150ml,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Himani Fast Relief  23ML,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JO Almond&Cr Soap 100gm*5 70/,144.0,144.0,72.0,72.0,180.0,72.0,258.0,81.0,30.0,36.0,66.0,0.0,1155.0
JO Almond&Cr Soap 150gm*4 100/,129.0,36.0,84.0,73.0,144.0,54.0,120.0,66.0,42.0,54.0,36.0,54.0,892.0
JO Almond&Cream Soap 100gm*8 110/,0.0,0.0,0.0,0.0,0.0,145.0,0.0,9.0,0.0,0.0,72.0,56.0,282.0
JO Lime Soap 100gm*5 70/,144.0,144.0,72.0,144.0,180.0,37.0,270.0,90.0,108.0,102.0,18.0,0.0,1309.0
JO Lime Soap 100gm*8 110/,6.0,0.0,72.0,64.0,106.0,36.0,108.0,108.0,54.0,36.0,0.0,0.0,590.0
JO Lime Soap 150gm*4 100/,155.0,38.0,59.0,7.0,180.0,0.0,132.0,90.0,18.0,108.0,54.0,57.0,898.0
JO Neem&Tulsi Soap 100gm*5 70/,144.0,81.0,108.0,108.0,108.0,72.0,150.0,98.0,72.0,138.0,18.0,0.0,1097.0
JO Neen&Tulsi Soap 100gm*8 110/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,302.0,0.0,328.0
JO Rose&Cream Soap 100gm*5  70/,0.0,0.0,0.0,0.0,0.0,0.0,288.0,35.0,108.0,0.0,0.0,0.0,431.0
JO Rose&Cream Soap 150gm*4 100/,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,86.0,0.0,107.0
JO Sandal Soap 100gm*5 70/,50.0,36.0,108.0,144.0,108.0,72.0,144.0,155.0,72.0,72.0,58.0,32.0,1051.0
JO Sandal Soap 100gm*8 110/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0
KK CN Oil 200ml+100ml,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
KK Oil 100ml+20ml,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
KK Shampoo 100+20,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
KK Shampoo Ayu 200 ml 120/-,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
KK Shampoo -Ayu 340ml 200/-,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
KLF Coconad Cocunut Milk 400ml,72.0,138.0,53.0,24.0,96.0,96.0,120.0,24.0,0.0,144.0,72.0,228.0,1067.0
KLF Coconad Milk 200ml,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
KLF Coconad Milk Powder 100g,0.0,0.0,48.0,0.0,72.0,84.0,84.0,0.0,36.0,84.0,168.0,504.0,1080.0
KLF Coconad Oil 500ml Pet,252.0,416.0,478.0,312.0,344.0,398.0,256.0,566.0,297.0,216.0,164.0,344.0,4043.0
KLF Coconad Oil 500ml Pouch,0.0,0.0,0.0,60.0,180.0,200.0,0.0,80.0,81.0,40.0,120.0,40.0,801.0
KLF Coconut Oil 1 Ltr (P),0.0,0.0,248.0,120.0,60.0,40.0,0.0,60.0,82.0,60.0,60.0,80.0,810.0
KLF Coconut Oil 1 Ltr Pet,192.0,324.0,132.0,204.0,72.0,284.0,190.0,332.0,100.0,84.0,107.0,180.0,2201.0
KLF Coconut Oil 250 ml Pet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,36.0,0.0,0.0,101.0
KLF Coconut Water 200ml,228.0,860.0,444.0,1332.0,6.0,48.0,1296.0,138.0,38.0,36.0,95.0,36.0,4557.0
KLF Cocosoft Soap 75g,0.0,0.0,144.0,0.0,0.0,72.0,72.0,0.0,144.0,0.0,12.0,72.0,453.0
KLF Nirmal 250ml HDPE Bottle Blue,0.0,0.0,0.0,0.0,1800.0,36.0,60.0,48.0,36.0,0.0,72.0,36.0,2088.0
KLF Nirmal Coconut  Oil 1 Ltr Can,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,44.0,0.0,20.0,0.0,144.0
KLF Nirmal Coconut  Oil 500ml Blue Bt,0.0,0.0,0.0,0.0,0.0,21.0,24.0,24.0,14.0,12.0,42.0,24.0,161.0
KLF Nirmal Coconut Oil 500ml (P),0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,72.0
KLF Nirmal Jasmine 90ML,0.0,0.0,0.0,0.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880.0
KLF Nirmal Virgin 250ml Bt,124.0,152.0,215.0,102.0,23.0,68.0,64.0,44.0,29.0,16.0,164.0,32.0,1033.0
KLF Nirmal Virgin 500ml GB-NN,0.0,84.0,0.0,72.0,0.0,12.0,12.0,36.0,0.0,24.0,36.0,0.0,276.0
KLF Nirmal Virgin 500ml GBWM,0.0,15.0,11.0,16.0,10.0,15.0,36.0,24.0,73.0,11.0,24.0,69.0,304.0
KLF Nirmal Virgin Coconut Oil 250ml GB,48.0,0.0,0.0,64.0,16.0,16.0,16.0,0.0,0.0,0.0,48.0,0.0,208.0
KLF Nirmal Virgin Coconut Oil 500ml Bt,105.0,125.0,56.0,55.0,108.0,49.0,58.0,24.0,1.0,36.0,36.0,12.0,665.0
KLF Nirmal Virgin Oil 1 Ltr Can,12.0,12.0,36.0,0.0,7.0,16.0,0.0,24.0,0.0,0.0,19.0,18.0,144.0
KLF Tilnad Oil 1000ml (P),80.0,20.0,60.0,119.0,80.0,98.0,92.0,72.0,89.0,0.0,100.0,0.0,810.0
KLF Tilnad Oil 1Ltr Pet,20.0,60.0,40.0,20.0,20.0,20.0,24.0,24.0,56.0,32.0,40.0,70.0,426.0
KLF Tilnad Oil 200ml Pet,64.0,96.0,24.0,32.0,96.0,40.0,95.0,60.0,84.0,72.0,48.0,79.0,790.0
KLF Tilnad Oil 500ml (P),80.0,12.0,80.0,40.0,80.0,40.0,40.0,40.0,75.0,56.0,80.0,120.0,743.0
KLF Tilnad Oil 500ml Pet,36.0,72.0,0.0,36.0,12.0,72.0,36.0,48.0,2.0,0.0,72.0,36.0,410.0
Laser 3 Reflex 4+4 Razor 120/-,6.0,48.0,48.0,0.0,0.0,54.0,39.0,63.0,17.0,64.0,34.0,38.0,411.0
Laser Control 3 Advance RC R+4 60/-,71.0,54.0,15.0,42.0,0.0,66.0,24.0,66.0,6.0,6.0,12.0,0.0,362.0
Laser Patels 3 BC 4 120/-,54.0,24.0,66.0,83.0,48.0,17.0,72.0,71.0,40.0,30.0,76.0,36.0,617.0
Laser Sport 2 Pch 5 70/-,68.0,0.0,24.0,0.0,0.0,60.0,6.0,12.0,0.0,6.0,38.0,0.0,214.0
Laser Sport 2 Pch FIRMGRIP 5 70/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,24.0,0.0,9.0,62.0
Laser Sport 3 Pch 10 Menthol 200/-,36.0,60.0,12.0,73.0,18.0,6.0,64.0,36.0,25.0,17.0,36.0,6.0,389.0
Laser Sport 3 Pch 5*2 110/-,209.0,234.0,126.0,391.0,10.0,238.0,362.0,120.0,300.0,284.0,202.0,224.0,2700.0
LC Comb Skin 120 ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,48.0,208.0,152.0,480.0
LC Comb Skin 60 ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,480.0,360.0,900.0
LC Oily Skin 120 ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,51.0,337.0,154.0,641.0
LC Oily Skin 60 ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,12.0,492.0,195.0,756.0
Lion Arabian Seeded Dates 250gm (1+1),408.0,893.0,561.0,693.0,392.0,830.0,911.0,1153.0,696.0,814.0,350.0,798.0,8499.0
Lion Arabian Seeded Dates 500gm (1+1),2100.0,7300.0,3835.0,4843.0,1035.0,1159.0,3385.0,6843.0,7062.0,8435.0,7590.0,1022.0,54609.0
Lion Buman Dates 500gm,0.0,146.0,85.0,123.0,0.0,0.0,21.0,102.0,0.0,114.0,94.0,10.0,695.0
Lion Dates Jam 500gm Combo,0.0,24.0,0.0,24.0,0.0,48.0,72.0,0.0,36.0,24.0,0.0,0.0,228.0
Lion Dates Syrup 1000gm,60.0,60.0,80.0,134.0,60.0,60.0,38.0,80.0,80.0,40.0,28.0,61.0,781.0
Lion Dates Syrup 250gm,168.0,39.0,49.0,20.0,42.0,148.0,47.0,72.0,24.0,0.0,47.0,68.0,691.0
Lion Dates Syrup 500gm,157.0,97.0,90.0,295.0,130.0,70.0,97.0,49.0,174.0,126.0,96.0,109.0,1490.0
Lion Dates Syrup 800gm,24.0,16.0,50.0,73.0,60.0,32.0,11.0,0.0,0.0,0.0,0.0,0.0,266.0
Lion Delicasy Dates 500gm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
Lion Deseeded Dates 200gm Cup,0.0,0.0,36.0,806.0,96.0,30.0,36.0,0.0,144.0,0.0,0.0,0.0,1080.0
Lion Deseeded Dates 200gm Refill,132.0,410.0,444.0,580.0,0.0,368.0,480.0,163.0,522.0,0.0,465.0,12.0,3524.0
Lion Deseeded Dates 500gm,1124.0,393.0,829.0,1135.0,1861.0,663.0,3595.0,1710.0,1652.0,1560.0,77.0,719.0,15318.0
Lion Deseeded Dates 500gm Cup,273.0,193.0,253.0,208.0,104.0,0.0,165.0,224.0,179.0,415.0,90.0,133.0,2237.0
Lion Desert King Dates 250gm Cup,291.0,288.0,45.0,567.0,268.0,0.0,133.0,273.0,143.0,139.0,135.0,4.0,2279.0
Lion Desert King Dates 250gm-P,0.0,0.0,0.0,0.0,30.0,72.0,45.0,34.0,143.0,0.0,0.0,24.0,348.0
Lion Desert King Dates 500gm Cup,245.0,167.0,104.0,1022.0,127.0,12.0,183.0,206.0,62.0,242.0,125.0,148.0,2643.0
Lion Desert King Dates 500gm Pouch,0.0,79.0,0.0,272.0,0.0,120.0,121.0,141.0,177.0,200.0,92.0,0.0,1122.0
Lion Honey 1KG Combo,0.0,0.0,0.0,60.0,60.0,118.0,160.0,50.0,0.0,1.0,0.0,58.0,507.0
Lion Honey 250gm Combo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,95.0
Lion Honey 400gm Combo,0.0,0.0,54.0,242.0,0.0,36.0,6.0,16.0,54.0,0.0,36.0,36.0,468.0
Lion Mix Fruit Jam 250gm Combo,0.0,168.0,192.0,240.0,0.0,0.0,0.0,0.0,0.0,118.0,48.0,24.0,790.0
Lion Mix Fruit Jam 500gm Combo,0.0,264.0,61.0,83.0,0.0,12.0,156.0,96.0,148.0,50.0,120.0,0.0,990.0
Lion Muscat Dates 500gm Refill,0.0,160.0,0.0,90.0,153.0,0.0,110.0,49.0,0.0,243.0,109.0,60.0,974.0
Lion Orange Squash 700gm,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Lion Pineapple Squash 700gm,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Lion Rose Sharbath 700gm,1.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,21.0
Lion Seeded Dates 250gm (1+1),396.0,148.0,110.0,297.0,146.0,241.0,320.0,302.0,388.0,0.0,286.0,178.0,2810.0
Lion Seeded Dates 500gm,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452.0
Lion Seeded Dates 500gm (1+1),2520.0,5294.0,2412.0,3851.0,3118.0,431.0,4390.0,4445.0,5489.0,5611.0,3937.0,542.0,42040.0
Listing Fee & Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAKHANA ACHARI MANGO TWIST - 20 GM,0.0,0.0,0.0,0.0,0.0,570.0,90.0,173.0,520.0,0.0,1510.0,0.0,2863.0
MAKHANA LEMON MASALA TWIST - 20 GM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,720.0,0.0,1710.0,0.0,2640.0
MAKHANA PUDINA MASALA TWIST - 20 GM,0.0,0.0,0.0,0.0,0.0,900.0,337.0,173.0,480.0,0.0,2040.0,0.0,3930.0
Malai Keshar Cold Cream 100 ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malai Keshar Cold Cream 60 ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marketing Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megha Aloevera Wax 700gm,14.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
Megha Alovera Wax 250gm,55.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
Megha Chocolate  Wax 250gm,6.0,134.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0
Megha Chocolate Wax 700gm,3.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
Megha Gold Wax 700gm,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
Megha Hair Colour 15gm Black,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.75
Megha Hair Colour 15gm Brown,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0
Megha Hair Colour 15gm Burgundy,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
Megha Hair Colour 40gm Black 180,14940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14940.0
Megha Hair Colour 40gm Black 60,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megha Hair Colour 40gm Brown 180,8460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,8484.0
Megha Hair Colour 40gm Brown 60,71.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,75.0
Megha Hair Colour 40gm Burgundy 60,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
Megha Hair Colour 40gm D Brown 180,4320.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0
Megha Hair Colour 40gm D Brown 60,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
Megha Hair Removing Cream-Alovera,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
Megha Hair Removing Cream-Lime,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
Megha Hair Removing Cream-Sandal,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
Megha Mehndi Cone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megha Milky  Wax 250gm,36.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
Megha Milky Wax 700gm,17.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
Megha Resin Wax Aloevera 500gm,3.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
Megha Resin Wax Banana 500gm,3.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
Megha Resin Wax Chocolate 500gm,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Megha Resin Wax Milky 500gm,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
Megha Resin Wax Strawberry 500gm,3.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
Megha Resin Wax White Chocolate 500gm,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
Megha White Chocolate Wax 700gm,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
Megha White Wax 250gm,24.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0
Menthoplus Balm 9ml,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0
MOODS 1500 DOTTED 12's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
Moods Allnight 12's 110/-,24.0,0.0,0.0,300.0,24.0,330.0,18.0,630.0,0.0,421.0,600.0,1.0,2348.0
MOODS ALLNIGHT 20's 140/-,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
MOODS ALOE 12's 100/-,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOODS DEO IGNYTE 200ML 220/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
MOODS DEO MISCHIF 200ML 220/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
MOODS DEO SEDUXN 200ML 220/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
MOODS DEO WYLD 200ML 220/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
MOODS DOTTED 12's,0.0,0.0,0.0,240.0,24.0,312.0,0.0,618.0,4.0,279.0,612.0,12.0,2101.0
MOODS RIBBED 12's 100/-,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Moods Silver 1500 Dots 12's Scented 150/,0.0,2.0,0.0,0.0,16.0,0.0,4.0,36.0,0.0,4.0,8.0,12.0,82.0
Moods Silver 1500 Dots 3's Scented 50/,0.0,0.0,0.0,500.0,0.0,500.0,0.0,1000.0,0.0,0.0,1004.0,0.0,3004.0
Moods Silver Blaze 12's 150/,3.0,0.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Moods Silver Cool 12's 150/,0.0,9.0,1.0,0.0,8.0,12.0,8.0,8.0,0.0,4.0,0.0,8.0,58.0
Moods Silver Cool 3's 50/,0.0,0.0,0.0,380.0,0.0,500.0,0.0,1000.0,0.0,0.0,6.0,0.0,1886.0
Moods Silver Electrify 12's 150/,5.0,5.0,6.0,5.0,27.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,56.0
Moods Silver Electrify 3's 50/,0.0,0.0,0.0,480.0,0.0,500.0,0.0,1000.0,0.0,320.0,1000.0,0.0,3300.0
Moods Silver Joyride 12's Scented 150/,2.0,8.0,7.0,6.0,55.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
Moods Silver Joyride 3's Scented 50/,0.0,0.0,0.0,500.0,0.0,512.0,0.0,1000.0,0.0,422.0,920.0,0.0,3354.0
MOODS STRAWBERRY 12's 100/-,0.0,1.0,0.0,300.0,0.0,299.0,0.0,612.0,0.0,382.0,606.0,12.0,2212.0
MOODS ULTRATHIN 12's 110/-,12.0,0.0,0.0,100.0,24.0,312.0,6.0,624.0,6.0,6.0,604.0,12.0,1706.0
Moods Variety Pack 130/,0.0,0.0,0.0,0.0,0.0,6.0,4.0,8.0,4.0,4.0,6.0,4.0,36.0
Morton  APRICOT  5 KGS 620 *4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0
Morton  BABY CORN  425GM 70 *48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,96.0,96.0,48.0,0.0,456.0
Morton  BABY CORN  800 GMS 125 *24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,24.0,0.0,72.0
Morton  CHERRIES  450 GMS 115 *48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,48.0
Morton  CHERRIES  850 GMS 210 *24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,299.0,504.0,360.0,264.0,1595.0
Morton  CHOCO FLAKES 30 GMS 10 *260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0,520.0,0.0,1040.0
Morton  CHOCO FLAKES BOX 250 GMS 120 *48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0
Morton  CORN FLAKES  250 GMS 50*48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0
Morton  CORN FLAKES  BOX 475 GMS 135 *24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,168.0,0.0,240.0
Morton  CORN FLAKES  POUCH 200 GMS 50*60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,60.0,0.0,60.0,60.0,720.0
Morton  CORN FLAKES  POUCH 500GM 120 *24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,648.0,360.0,264.0,96.0,1679.0
Morton  CORN KERNEL  425 GMS 70 *24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,24.0,0.0,120.0
Morton  Drink APPLE  220ml 40*24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,120.0,120.0,0.0,0.0,664.0
Morton  Drink LITCHI 220ml 40*24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,396.0
Morton  FRUIT COCKTAIL 450 GMS 70 *48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0
Morton  FRUIT COCKTAIL 850 GMS 130 *24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,552.0,504.0,552.0,192.0,2088.0
Morton  FRUIT FIESTA 3.1 KG. 400 *6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0
Morton  GOLGAPPA 200 ML 45 * 36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,540.0,36.0,396.0,108.0,1620.0
Morton  GOLGAPPA 500 ML 95 * 24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,216.0,0.0,0.0,96.0,479.0
Morton  GREEN CHILLI SAUCE  650 GM 60*12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,108.0,24.0,0.0,324.0
Morton  GREEN CHILLI SAUCE  750 GMS 75 *,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,60.0,0.0,96.0
Morton  GREEN CHILLI SAUCE 200 GM 30*36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,36.0,72.0,0.0,468.0
Morton  HONEY 1 KG. 355 *6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,18.0,36.0,18.0,114.0
Morton  JALAPENO  3.1 KG 325 *4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,0.0,36.0
Morton  JALAPENO  825 GMS 110 *24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0
Morton  LITCHI WHOLE INDIAN  800 GMS 24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,48.0
Morton  MANGO CRUSH 1L 190 *6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,42.0,18.0,0.0,0.0,108.0
Morton  MANGO CRUSH 750 ML 150 *12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,36.0,0.0,60.0
Morton  MANGO JAM 270 GMS 65 *24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0
