Item Details,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Total Qty.
FRIENDS ADULT DIAPERS OVERNIGHT L 10S*8,32.0,16.0,2.0,16.0,24.0,22.0,0.0,24.0,0.0,16.0,32.0,0.0,184.0
FRIENDS ADULT DIAPERS OVERNIGHT M10S*8,0.0,32.0,2.0,40.0,8.0,0.0,0.0,32.0,0.0,0.0,24.0,0.0,138.0
FRIENDS ADULT DIAPERS OVERNIGHT XL 10S*8,0.0,24.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,56.0
FRIENDS ADULT DIAPERS PANTS PREM L10s,0.0,48.0,0.0,0.0,8.0,8.0,10.0,26.0,58.0,26.0,14.0,150.0,348.0
FRIENDS ADULT DIAPERS PANTS PREM M10s,0.0,0.0,0.0,0.0,0.0,2.0,28.0,16.0,101.0,30.0,16.0,442.0,635.0
FRIENDS ADULT DIAPERS PANTS PREM XL10s,0.0,0.0,0.0,48.0,8.0,8.0,24.0,8.0,48.0,8.0,8.0,24.0,184.0
FRIENDS ADULT DIAPERS PANTS PREM XXL10s,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0
FRIENDS ADULT DRY PANTS LARGE 10P,119.0,0.0,16.0,24.0,21.0,88.0,0.0,92.0,168.0,73.0,152.0,168.0,921.0
FRIENDS ADULT DRY PANTS MEDIUM 10'S,332.0,0.0,16.0,24.0,0.0,0.0,12.0,84.0,101.0,88.0,244.0,0.0,901.0
FRIENDS ADULT DRY PANTS XL PP 10P,3.0,3.0,8.0,4.0,0.0,24.0,0.0,28.0,56.0,40.0,96.0,48.0,310.0
FRIENDS ADULT DRY PANTS XXL 10'S,0.0,0.0,0.0,8.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,56.0
FRIENDS ADULT PANTS CLASSIC LARGE 10*8,64.0,88.0,8.0,0.0,8.0,16.0,44.0,92.0,32.0,64.0,112.0,96.0,624.0
FRIENDS ADULT PANTS CLASSIC MEDIUM 10*8,0.0,0.0,0.0,24.0,8.0,15.0,24.0,40.0,32.0,32.0,112.0,80.0,367.0
FRIENDS ADULT PANTS CLASSIC XL 10*8,48.0,0.0,14.0,0.0,8.0,0.0,28.0,28.0,48.0,32.0,16.0,16.0,238.0
FRIENDS ADULT PANTS OVERNIGHT L 10S*8,48.0,0.0,4.0,3.0,0.0,6.0,8.0,9.0,0.0,0.0,0.0,0.0,78.0
FRIENDS ADULT PANTS OVERNIGHT M10S*8,1.0,16.0,6.0,0.0,0.0,8.0,24.0,8.0,0.0,0.0,0.0,0.0,63.0
FRIENDS ADULT PANTS OVERNIGHT XL 10*8,32.0,0.0,8.0,0.0,16.0,16.0,0.0,24.0,0.0,8.0,16.0,32.0,152.0
FRIENDS UNDER PAD CLASSIC 10S,84.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,72.0,48.0,228.0
FRIENDS UNDER PAD PREM L 10S,24.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,52.0
GH AFR (3+1) 50g 135/-,60.0,38.0,12.0,60.0,54.0,90.0,42.0,18.0,0.0,0.0,30.0,14.0,418.0
GH AFR (3+1) 75g 195/-,24.0,42.0,48.0,24.0,78.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0
GH AFR 10G AROMA PERF CITRUS 50/,192.0,120.0,144.0,30.0,234.0,0.0,0.0,0.0,0.0,384.0,0.0,144.0,1248.0
GH AFR 10G AROMA PERF JASMINE 50/,192.0,120.0,120.0,0.0,252.0,0.0,0.0,0.0,3.0,7.0,8.0,6.0,708.0
GH AFR 10G AROMA PERF SWEET LAVENDER 50/,192.0,264.0,144.0,48.0,96.0,146.0,16.0,0.0,0.0,504.0,0.0,144.0,1554.0
GH AFR 12G AROMA MUSK LEMON 60/,0.0,0.0,0.0,0.0,0.0,144.0,96.0,0.0,0.0,36.0,0.0,0.0,276.0
GH AFR AROMA PERF SCENTED ROSE 10G 50/,144.0,120.0,192.0,18.0,248.0,112.0,0.0,0.0,3.0,150.0,8.0,164.0,1159.0
GH LIQUID HANDWASH COMBI 190M*2 89/-,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.0
GOODHOME AFR DREAMS OF DEW 50G,0.0,12.0,42.0,0.0,0.0,0.0,12.0,18.0,0.0,0.0,0.0,0.0,84.0
GOODHOME AFR DREAMS OF DEW 75G,0.0,12.0,18.0,18.0,24.0,12.0,0.0,0.0,0.0,60.0,0.0,0.0,144.0
GOODHOME AFR FLORAL FANTACY 50,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,4.0,22.0
GOODHOME AFR FLORAL FANTACY 75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0
GOODHOME AFR Jasmine 75G 65/,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,88.0
GOODHOME AFR Rose 55/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,410.0,0.0,180.0,593.0
GOODHOME AFR SB JASMINE 50GM,12.0,24.0,18.0,0.0,18.0,18.0,0.0,12.0,0.0,240.0,0.0,0.0,342.0
GOODHOME AFR W'PERS OF PASSION ROSE 45/,66.0,12.0,12.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
GOODHOME Drain Cleanser B3G1 50g,12.0,0.0,45.0,48.0,129.0,177.0,70.0,141.0,24.0,24.0,9.0,24.0,703.0
GOODHOME ODOUR REMOVER AQUA FRESH 160GMS,0.0,0.0,30.0,9.0,10.0,16.0,0.0,3.0,6.0,0.0,0.0,0.0,74.0
GOODHOME OR AQUA FRESH 160GMS,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
GOODHOME OR CITRUS UNWIND 160,0.0,0.0,36.0,3.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,53.0
GOODHOME OR MEMORIES OF SPRING,0.0,0.0,36.0,9.0,0.0,18.0,3.0,6.0,0.0,0.0,0.0,0.0,72.0
GOODHOME RF DIVINE 160GMS,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0
GOODHOME RF Dream of Dew Lavender 160GMS,130.0,258.0,6.0,18.0,720.0,12.0,1614.0,2.0,9.0,195.0,1206.0,288.0,4458.0
GOODHOME RF FLORAL Fantacy,12.0,15.0,13.0,9.0,625.0,36.0,0.0,729.0,28.0,723.0,6.0,0.0,2196.0
GOODHOME RF JASMINE 160GMS,129.0,108.0,192.0,12.0,120.0,0.0,0.0,0.0,6.0,243.0,0.0,6.0,816.0
GOODHOME RF LEMON ZEST 160GMS,0.0,0.0,36.0,12.0,21.0,3.0,0.0,12.0,9.0,6.0,0.0,0.0,99.0
GOODHOME RF PASSION -ROSE 160GMS,126.0,170.0,630.0,36.0,726.0,30.0,1611.0,24.0,15.0,243.0,1209.0,24.0,4844.0
GOODHOME RF SANDAL 160GMS,0.0,0.0,0.0,0.0,600.0,0.0,0.0,720.0,0.0,720.0,0.0,0.0,2040.0
GOODHOME SCRUB PAD 2 IN 1 B2G1 60/-,60.0,144.0,156.0,24.0,84.0,276.0,204.0,156.0,132.0,120.0,84.0,177.0,1617.0
GOODHOME SCRUB PAD 2+1 30/-,0.0,0.0,0.0,0.0,57.0,0.0,0.0,60.0,0.0,0.0,0.0,216.0,333.0
GOODHOME SCRUB PAD 2-IN-130/-,54.0,42.0,36.0,48.0,42.0,49.0,0.0,0.0,0.0,0.0,0.0,48.0,319.0
GOODHOME SCRUB PAD LARGE COMBI 60//,96.0,48.0,96.0,0.0,126.0,240.0,0.0,48.0,24.0,0.0,0.0,28.0,706.0
GOODHOME SCRUB PAD REGULAR LARGE 14 X 10,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
GOODHOME SCRUB PAD TOUGH 7.5 X 7.5,66.0,144.0,0.0,0.0,42.0,84.0,60.0,48.0,0.0,144.0,0.0,144.0,732.0
GOODHOME SCRUB PAD Xtra Tough 2+1 60/-,108.0,156.0,0.0,24.0,144.0,72.0,12.0,12.0,64.0,24.0,24.0,87.0,727.0
GOODHOME SCRUB PAD XTRA TOUGH 7.5 X 10,12.0,24.0,6.0,12.0,54.0,6.0,0.0,36.0,56.0,120.0,0.0,0.0,326.0
GOODHOME SS SCRUBBER,456.0,1296.0,432.0,576.0,1008.0,504.0,228.0,725.0,672.0,384.0,288.0,1056.0,7625.0
GOODHOME SS SCRUBBER 2+1,84.0,120.0,66.0,66.0,156.0,454.0,78.0,454.0,276.0,180.0,180.0,348.0,2462.0
GOODHOME ULTRA SCRUBBER,84.0,120.0,105.0,72.0,143.0,183.0,60.0,192.0,108.0,84.0,84.0,84.0,1319.0
GOODHOME Unbox Drain Cleanser 50g,89.0,0.0,3.0,40.0,0.0,320.0,200.0,160.0,72.0,48.0,36.0,168.0,1136.0
JO Almond&Cr Soap 100gm*5 100/-,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
JO Almond&Cr Soap 150gm*4 159/,240.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0
JO Lime Soap 100gm*5 100/,30.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
JO Lime Soap 150gm*4 159/,510.0,360.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.0
JO Neem&Tulsi Soap 100gm*5 100/,90.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0
JO Rose&Cream Soap 100gm*5  100/,30.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0
JO Rose&Cream Soap 150gm*4 159/-,0.0,216.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0
JO Sandal Soap 100gm*5 100/,150.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0
KERALA SANDAL SOAP 125G*3 285/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600.0,80.0,400.0,6080.0
KERALA SANDAL SOAP TRIO 150G*3 340/-,0.0,2878.0,0.0,0.0,0.0,2376.0,0.0,2400.0,0.0,5568.0,1104.0,480.0,14806.0
KLF Coconad Cocunut Milk 400ml,141.0,41.0,10.0,119.0,74.0,132.0,156.0,189.0,59.0,130.0,143.0,140.0,1334.0
KLF Coconad Milk 200ml,48.0,24.0,24.0,0.0,0.0,24.0,72.0,24.0,48.0,0.0,24.0,24.0,312.0
KLF Coconad Milk Powder 100g,192.0,144.0,192.0,48.0,240.0,288.0,432.0,432.0,240.0,240.0,384.0,384.0,3216.0
KLF Coconad Milk Powder 1Kg,0.0,12.0,0.0,12.0,0.0,36.0,24.0,0.0,12.0,0.0,12.0,12.0,120.0
KLF Coconad Oil 500ml Pet,293.0,249.0,224.0,186.0,330.0,272.0,371.0,434.0,268.0,112.0,254.0,374.0,3367.0
KLF Coconad Oil 500ml Pouch,320.0,160.0,200.0,160.0,120.0,80.0,160.0,200.0,0.0,80.0,118.0,80.0,1678.0
KLF Coconut Oil 1 Ltr (P),317.0,245.0,228.0,178.0,254.0,235.0,320.0,420.0,283.0,184.0,158.0,276.0,3098.0
KLF Coconut Oil 1 Ltr Pet,60.0,20.0,20.0,80.0,40.0,40.0,200.0,100.0,40.0,20.0,20.0,40.0,680.0
KLF Cocosoft Soap 75g,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
KLF Inst Coconut Chutney 25g,48.0,96.0,0.0,0.0,144.0,48.0,144.0,144.0,192.0,192.0,191.0,432.0,1631.0
KLF Inst Coconut Corriander Chutney 25g,48.0,48.0,96.0,144.0,144.0,48.0,240.0,144.0,144.0,0.0,190.0,192.0,1438.0
KLF Inst Coconut Red Chilly Chutney 25g,0.0,96.0,144.0,96.0,96.0,96.0,96.0,48.0,96.0,46.0,96.0,48.0,958.0
KLF Nirmal Coconut  Oil 1 Ltr Can,59.0,60.0,120.0,60.0,120.0,100.0,80.0,40.0,0.0,0.0,0.0,0.0,639.0
KLF Nirmal Coconut  Oil 500ml Blue Bt,0.0,0.0,32.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0
KLF Nirmal Coconut Oil 500ml (P),0.0,0.0,0.0,0.0,75.0,0.0,41.0,0.0,40.0,42.0,0.0,0.0,158.0
KLF Nirmal Virgin 250ml Bt,16.0,16.0,16.0,32.0,16.0,44.0,124.0,80.0,32.0,16.0,32.0,52.0,476.0
KLF Nirmal Virgin 500ml GB-NN,0.0,0.0,0.0,48.0,10.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,106.0
KLF Nirmal Virgin 500ml GBWM,0.0,0.0,0.0,24.0,24.0,0.0,12.0,0.0,12.0,12.0,12.0,0.0,96.0
KLF Nirmal Virgin Coconut Oil 250ml GB,0.0,0.0,16.0,96.0,16.0,0.0,0.0,12.0,16.0,48.0,0.0,0.0,203.0
KLF Nirmal Virgin Coconut Oil 500ml Bt,24.0,36.0,37.0,108.0,24.0,24.0,48.0,36.0,10.0,72.0,25.0,24.0,468.0
KLF Nirmal Virgin Oil 1 Ltr Can,24.0,36.0,24.0,24.0,36.0,24.0,47.0,12.0,12.0,0.0,24.0,24.0,287.0
KLF Tilnad Oil 1000ml Pouch,100.0,59.0,80.0,40.0,100.0,79.0,90.0,119.0,60.0,78.0,80.0,97.0,982.0
KLF Tilnad Oil 1Ltr Bottle,280.0,100.0,96.0,178.0,140.0,80.0,242.0,220.0,240.0,200.0,0.0,40.0,1816.0
KLF Tilnad Oil 200ml Pet,111.0,64.0,97.0,112.0,96.0,40.0,56.0,128.0,104.0,111.0,120.0,88.0,1127.0
KLF Tilnad Oil 500ml Bottle,273.0,129.0,201.0,115.0,225.0,137.0,357.0,291.0,180.0,375.0,218.0,129.0,2630.0
KLF Tilnad Oil 500ml Pouch,40.0,78.0,39.0,80.0,40.0,40.0,120.0,119.0,40.0,0.0,40.0,80.0,680.0
KS 2SPARK+1 URGE 150ML  470/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0
KS BLACK DEO X 120ML  250/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0
KS BLACK DEO XX 120ML  250/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0
KS BLACK DEO XXX 120ML  250/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0
KS DEO DARE POWER SERIES 230/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,96.0,144.0
KS DEO RUSH POWER SERIES 230/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,96.0,120.0
KS DEO URGE POWER SERIES 220/-,0.0,0.0,0.0,0.0,0.0,576.0,0.0,0.0,0.0,78.0,608.0,336.0,1598.0
KS EXCITE REGULAR LQD 150ML  275/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
KS PASSION REGULAR LQD 150ML  275/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0
KS POWER SPARK SERIES 135 ML 220/-,0.0,0.0,0.0,0.0,0.0,1728.0,0.0,0.0,0.0,48.0,1200.0,783.0,3759.0
KS SPARK AEROSOL 150ML  230/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0
KS URGE AEROSOL 150ML  230/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0
LC Combi Skin 120 ml,72.0,14.0,62.0,112.0,10.0,20.0,20.0,78.0,96.0,54.0,42.0,74.0,654.0
LC Combi Skin 60 ml,72.0,63.0,48.0,123.0,30.0,75.0,45.0,165.0,126.0,147.0,57.0,123.0,1074.0
LC Little's Baby Wipes 80's,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,60.0
LC Little's Baby Wipes 80's Lid Pack,44.0,68.0,16.0,24.0,0.0,27.0,24.0,12.0,82.0,2.0,12.0,48.0,359.0
LC Littles Comfy pants Super Jumbo L62,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,1548.0,0.0,0.0,0.0,0.0,3096.0
LC Littles Comfy pants Super Jumbo M72,0.0,0.0,0.0,0.0,0.0,0.0,1332.0,1332.0,0.0,0.0,0.0,0.0,2664.0
LC Littles Comfy pants Super Jumbo XL54,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,1548.0,0.0,0.0,0.0,0.0,3096.0
LC Oily Skin 120 ml,250.0,212.0,294.0,272.0,220.0,290.0,160.0,216.0,386.0,288.0,154.0,194.0,2936.0
LC Oily Skin 60 ml,180.0,324.0,309.0,369.0,297.0,219.0,225.0,327.0,366.0,231.0,150.0,369.0,3366.0
LC Sunscreen SPF 50 -50g,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,23.0,0.0,0.0,108.0,167.0
LC Tri Activ Disinfectant Liquid 500ML,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
Lion Arabian Seeded Dates 250gm (1+1),251.0,292.0,169.0,33.0,166.0,54.0,76.0,744.0,372.0,624.0,858.0,0.0,3635.0
Lion Arabian Seeded Dates 500gm,4480.0,0.0,12.0,0.0,6000.0,5600.0,0.0,6000.0,0.0,0.0,0.0,50.0,22135.0
Lion Arabian Seeded Dates 500gm (1+1),2128.0,3300.0,1992.0,2333.0,651.0,1992.0,95.0,378.0,210.0,280.0,550.0,175.0,14084.0
Lion Buman Dates 500gm,90.0,24.0,24.0,24.0,0.0,0.0,0.0,96.0,0.0,48.0,0.0,0.0,306.0
Lion Dates Syrup 1000gm,80.0,0.0,90.0,20.0,40.0,60.0,40.0,100.0,104.0,20.0,20.0,0.0,574.0
Lion Dates Syrup 250gm,92.0,60.0,18.0,50.0,113.0,25.0,50.0,104.0,75.0,60.0,90.0,55.0,792.0
Lion Dates Syrup 500gm,57.0,65.0,74.0,66.0,100.0,0.0,135.0,123.0,110.0,51.0,64.0,54.0,897.0
Lion Delicasy Dates 250gm,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0
Lion Delicasy Dates 500gm,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
Lion Deseeded Dates 200gm Refill,801.0,219.0,780.0,600.0,716.0,4.0,756.0,1264.0,1411.0,2212.0,1122.0,761.0,10646.0
Lion Deseeded Dates 250gm Cup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lion Deseeded Dates 500gm Cup,1200.0,284.0,1125.0,689.0,291.0,258.0,120.0,590.0,440.0,493.0,385.0,186.0,6061.0
Lion Deseeded Dates 500gm Refill,1094.0,673.0,1159.0,974.0,1824.0,582.0,1301.0,1824.0,1571.0,1492.0,1085.0,1054.0,14633.0
Lion Desert King Dates 250gm Cup,0.0,120.0,144.0,202.0,180.0,121.0,216.0,142.0,355.0,330.0,386.0,610.0,2806.0
Lion Desert King Dates 250gm-P,0.0,24.0,0.0,0.0,0.0,144.0,0.0,0.0,174.0,72.0,0.0,0.0,414.0
Lion Desert King Dates 500gm Cup,69.0,556.0,312.0,309.0,122.0,259.0,12.0,206.0,212.0,147.0,180.0,108.0,2492.0
Lion Desert King Dates 500gm Refill,160.0,0.0,200.0,40.0,140.0,120.0,40.0,280.0,120.0,6.0,120.0,77.0,1303.0
Lion Layina Seeded Dates 250gm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lion Mix Fruit Jam 250gm Combo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lion Muscat Dates 500gm Refill,140.0,100.0,120.0,160.0,200.0,39.0,200.0,220.0,178.0,138.0,263.0,193.0,1951.0
Lion Qyno Seeded Dates 250gm (1+1),210.0,29.0,36.0,108.0,126.0,108.0,195.0,166.0,188.0,68.0,240.0,146.0,1620.0
Lion Qyno Seeded Dates 500gm,6000.0,0.0,0.0,0.0,6000.0,5520.0,0.0,6000.0,0.0,0.0,0.0,0.0,23477.0
Lion Qyno Seeded Dates 500gm (1+1),2014.0,1578.0,2100.0,2279.0,1500.0,954.0,1400.0,1840.0,923.0,1548.0,812.0,776.0,17724.0
MNL PASTA CUCINA ITALIAN PENNE 400GM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0
MNL PASTA PREMIUM FUSILLI 400GM 120/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0
MNL PASTA PREMIUM PENNE 400GM 120/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0
Moods Allnight 12's 110/-,22.0,56.0,18.0,26.0,18.0,12.0,163.0,26.0,2.0,22.0,0.0,255.0,620.0
MOODS ALLNIGHT 20's 180/-,0.0,180.0,0.0,20.0,0.0,0.0,10.0,60.0,0.0,0.0,0.0,235.0,505.0
Moods Allnight 3's  30/,0.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,60.0,672.0
MOODS CHOCOLATE 12's 110/-,0.0,20.0,0.0,20.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,212.0,412.0
Moods Chocolate 3's  30/,0.0,0.0,0.0,0.0,0.0,0.0,618.0,0.0,0.0,0.0,0.0,0.0,618.0
MOODS DEO IGNYTE 200ML 220/-,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,96.0,72.0,408.0
MOODS DEO MISCHIF 200ML 220/-,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,96.0,72.0,552.0
MOODS DEO SEDUXN 200ML 220/-,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,96.0,72.0,551.0
MOODS DEO WYLD 200ML 220/-,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,96.0,72.0,551.0
MOODS DOTTED 12's 110/-,140.0,152.0,6.0,168.0,24.0,12.0,218.0,16.0,14.0,0.0,6.0,286.0,1032.0
MOODS DOTTED 20's,0.0,180.0,0.0,0.0,0.0,0.0,26.0,60.0,0.0,0.0,0.0,222.0,462.0
Moods Dotted 3's  30/,0.0,0.0,0.0,0.0,0.0,0.0,618.0,0.0,0.0,0.0,0.0,0.0,618.0
Moods Eyecandy Allnight 10's 80/-,721.0,0.0,0.0,803.0,336.0,0.0,510.0,100.0,470.0,501.0,10.0,0.0,3451.0
MOODS FEMALE CONDOM  VELVET20's 100/-,0.0,48.0,0.0,20.0,0.0,0.0,4.0,12.0,0.0,23.0,19.0,49.0,175.0
MOODS RIBBED 12's 110/-,0.0,20.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,20.0,0.0,220.0,426.0
MOODS RIBBED 3's 30/-,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Moods Silver 1500 Dots 12's Scented 150/,112.0,20.0,0.0,12.0,14.0,0.0,166.0,0.0,14.0,20.0,0.0,232.0,590.0
Moods Silver Electrify 12's 150/,12.0,20.0,8.0,20.0,9.0,12.0,172.0,4.0,0.0,24.0,0.0,231.0,512.0
Moods Silver Joyride 12's Scented 150/,93.0,281.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,13.0,0.0,216.0,763.0
Moods Silver Joyride 3's Scented 50/,7.0,0.0,0.0,0.0,12.0,12.0,0.0,6.0,6.0,6.0,0.0,6.0,55.0
MOODS STRAWBERRY 12's 110/-,18.0,38.0,0.0,12.0,49.0,34.0,180.0,18.0,0.0,30.0,6.0,232.0,597.0
MOODS STRAWBERRY 3's 30/-,0.0,0.0,0.0,0.0,0.0,0.0,618.0,0.0,0.0,0.0,0.0,0.0,618.0
MOODS ULTRATHIN 12's 110/-,44.0,52.0,24.0,36.0,38.0,36.0,200.0,14.0,6.0,20.0,12.0,186.0,668.0
MOODS ULTRATHIN 20's 180/-,0.0,0.0,0.0,0.0,0.0,20.0,0.0,60.0,12.0,0.0,0.0,246.0,338.0
MOODS ULTRATHIN 3's 30/-,0.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,52.0,664.0
MOODS ULTRATHIN EYECANDY 10's 80/-,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Moods Variety Pack 130/,16.0,116.0,0.0,40.0,33.0,24.0,18.0,26.0,0.0,14.0,24.0,246.0,547.0
Morton  BABY CORN  800 GMS 190 *24,48.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
Morton  BAKED BEANS IN TOMATO SAUCE 450,96.0,144.0,96.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0
Morton  CHERRIES  850 GMS 210 *24,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
Morton  CHOCO FLAKES BOX 250 GMS*48,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
Morton  CORN FLAKES  250 GMS 50*48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morton  CORN FLAKES  POUCH 200 GMS 50*60,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
Morton  FRUIT COCKTAIL 850 GMS 130 *24,0.0,48.0,0.0,24.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
Morton  GOLGAPPA 200 ML 45 * 36,48.0,48.0,72.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0
Morton  GREEN CHILLI SAUCE 200G 36*50,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
Morton  GREEN CHILLI SAUCE 700G 80*18,108.0,107.0,162.0,18.0,36.0,54.0,18.0,0.0,0.0,0.0,0.0,0.0,503.0
Morton  MANGO JAM 250 GMS *24,0.0,0.0,36.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
Morton  MANGO PANNA 750 ML 130 *18,36.0,72.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0
Morton  MIXED FRUIT JAM 250 GMS 64 *36,72.0,36.0,36.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0
Morton  MIXED FRUIT JAM 450G 140*24,72.0,72.0,96.0,48.0,0.0,120.0,72.0,0.0,0.0,0.0,0.0,0.0,456.0
Morton  ORANGE MARMALADE JAM  450 GMS 12,96.0,96.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0
Morton  ORANGE MARMALDE JAM 270 GM 65*24,108.0,36.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0
