Item Details,Unit,Apr,Amt.,May,Amt.,Jun,Amt.,Jul,Amt.,Aug,Amt.,Sep,Amt.,Oct,Amt.,Nov,Amt.,Dec,Amt.,Jan,Amt.,Feb,Amt.,Mar,Amt.,Total Qty.,Total Amt.
FRIENDS ADULT PANTS CLASSIC XL 10*8,PCS,48.00,15057.14,0.00,0.00,14.00,4245.98,0.00,0.00,8.00,2200.00,0.00,0.00,28.00,8720.00,28.00,8442.86,48.00,14314.28,32.00,9914.28,16.00,4400.00,16.00,4400.00,238.00,71694.54
FRIENDS ADULT PANTS OVERNIGHT L 10S*8,PCS,48.00,20100.00,0.00,0.00,4.00,1717.92,3.00,1406.28,0.00,0.00,6.00,2812.56,8.00,3750.08,9.00,4218.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.00,34005.68
FRIENDS ADULT PANTS OVERNIGHT M10S*8,PCS,1.00,399.29,16.00,6000.00,6.00,2395.74,0.00,0.00,0.00,0.00,8.00,3640.00,24.00,10920.00,8.00,3640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.00,26995.03
FRIENDS ADULT PANTS OVERNIGHT XL 10*8,PCS,32.00,16080.00,0.00,0.00,8.00,3773.50,0.00,0.00,16.00,6595.36,16.00,6349.42,0.00,0.00,24.00,11126.78,0.00,0.00,8.00,3589.28,16.00,7178.56,32.00,14357.14,152.00,69050.04
FRIENDS UNDER PAD CLASSIC 10S,PCS,84.00,16065.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,1944.92,0.00,0.00,12.00,1944.92,72.00,11669.52,48.00,7779.66,228.00,39404.02
FRIENDS UNDER PAD PREM L 10S,PCS,24.00,6480.00,12.00,2745.76,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1612.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2745.76,0.00,0.00,52.00,13583.52
GH AFR (3+1) 50g 135/-,PCS,60.00,4547.40,38.00,2880.02,12.00,909.48,60.00,4547.40,54.00,4092.66,90.00,7225.26,42.00,3536.82,18.00,1414.92,0.00,0.00,0.00,0.00,30.00,2779.20,14.00,1296.96,418.00,33230.12
GH AFR (3+1) 75g 195/-,PCS,24.00,2617.68,42.00,4580.94,48.00,5235.36,24.00,2617.68,78.00,8507.46,31.00,3381.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,247.00,26940.29
GH AFR 10G AROMA PERF CITRUS 50/,PCS,192.00,4817.04,120.00,2872.32,144.00,3355.20,30.00,842.10,234.00,5361.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,384.00,11195.52,0.00,0.00,144.00,3807.36,1248.00,32250.66
GH AFR 10G AROMA PERF JASMINE 50/,PCS,192.00,4817.04,120.00,2796.00,120.00,2796.00,0.00,0.00,252.00,5928.84,0.00,0.00,0.00,0.00,0.00,0.00,3.00,84.21,7.00,196.49,8.00,224.56,6.00,168.42,708.00,17011.56
GH AFR 10G AROMA PERF SWEET LAVENDER 50/,PCS,192.00,4817.04,264.00,6427.20,144.00,3565.08,48.00,1347.36,96.00,2580.24,146.00,4047.64,16.00,449.12,0.00,0.00,0.00,0.00,504.00,14368.32,0.00,0.00,144.00,3807.36,1554.00,41409.36
GH AFR 12G AROMA MUSK LEMON 60/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.00,3013.02,96.00,2043.84,0.00,0.00,0.00,0.00,36.00,768.96,0.00,0.00,0.00,0.00,276.00,5825.82
GH AFR AROMA PERF SCENTED ROSE 10G 50/,PCS,144.00,3469.68,120.00,2910.48,192.00,4473.60,18.00,505.26,248.00,5515.60,112.00,2384.28,0.00,-257.28,0.00,0.00,3.00,84.21,150.00,3244.26,8.00,224.56,164.00,3637.24,1159.00,26191.89
GH LIQUID HANDWASH COMBI 190M*2 89/-,PCS,-4.00,-194.20,0.00,0.00,800.00,38840.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,796.00,38645.80
GOODHOME AFR DREAMS OF DEW 50G,PCS,0.00,0.00,12.00,303.12,42.00,1060.92,0.00,0.00,0.00,0.00,0.00,0.00,12.00,336.84,18.00,505.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00,2206.14
GOODHOME AFR DREAMS OF DEW 75G,PCS,0.00,0.00,12.00,437.88,18.00,757.98,18.00,702.90,24.00,1010.64,12.00,505.32,0.00,0.00,0.00,0.00,0.00,0.00,60.00,2863.20,0.00,0.00,0.00,0.00,144.00,6277.92
GOODHOME AFR FLORAL FANTACY 50,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,336.84,0.00,0.00,6.00,170.40,0.00,0.00,0.00,0.00,0.00,0.00,4.00,112.28,22.00,619.52
GOODHOME AFR FLORAL FANTACY 75,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,468.60,0.00,0.00,0.00,0.00,0.00,0.00,12.00,468.60
GOODHOME AFR Jasmine 75G 65/,PCS,42.00,1532.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,1328.02,88.00,2860.60
GOODHOME AFR Rose 55/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,75.81,410.00,10921.90,0.00,0.00,180.00,4759.20,593.00,15756.91
GOODHOME AFR SB JASMINE 50GM,PCS,12.00,303.12,24.00,606.24,18.00,454.68,0.00,0.00,18.00,505.26,18.00,492.36,0.00,0.00,12.00,336.84,0.00,0.00,240.00,6345.60,0.00,0.00,0.00,0.00,342.00,9044.10
GOODHOME AFR W'PERS OF PASSION ROSE 45/,PCS,66.00,1667.16,12.00,303.12,12.00,303.12,18.00,454.68,12.00,303.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.00,3031.20
GOODHOME Drain Cleanser B3G1 50g,PCS,12.00,505.32,0.00,0.00,45.00,2116.35,48.00,2160.36,129.00,5662.22,177.00,7387.47,70.00,2940.50,141.00,6226.62,24.00,1082.91,24.00,1082.88,9.00,428.82,24.00,1044.72,703.00,30638.17
GOODHOME ODOUR REMOVER AQUA FRESH 160GMS,PCS,0.00,0.00,0.00,0.00,30.00,3068.40,9.00,920.61,10.00,1022.80,16.00,1627.83,0.00,0.00,3.00,306.84,6.00,613.68,0.00,0.00,0.00,0.00,0.00,0.00,74.00,7560.16
GOODHOME OR AQUA FRESH 160GMS,PCS,0.00,0.00,0.00,0.00,6.00,613.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,613.74
GOODHOME OR CITRUS UNWIND 160,PCS,0.00,0.00,0.00,0.00,36.00,3682.11,3.00,306.87,6.00,613.68,6.00,587.73,2.00,187.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,5377.67
GOODHOME OR MEMORIES OF SPRING,PCS,0.00,0.00,0.00,0.00,36.00,3682.11,9.00,920.52,0.00,0.00,18.00,1685.34,3.00,280.89,6.00,561.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,7130.64
GOODHOME RF DIVINE 160GMS,PCS,120.00,8389.20,120.00,8389.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,240.00,16778.40
GOODHOME RF Dream of Dew Lavender 160GMS,PCS,130.00,9285.70,258.00,18511.26,6.00,577.62,18.00,1732.86,720.00,49574.40,12.00,1158.72,1614.00,109406.52,2.00,179.66,9.00,866.43,195.00,13826.73,1206.00,81837.54,288.00,20306.88,4458.00,307264.32
GOODHOME RF FLORAL Fantacy,PCS,12.00,1077.42,15.00,1344.75,13.00,1093.45,9.00,866.43,625.00,42884.27,36.00,3276.84,0.00,0.00,729.00,49617.63,28.00,2541.00,723.00,49040.01,6.00,577.62,0.00,0.00,2196.00,152319.42
GOODHOME RF JASMINE 160GMS,PCS,129.00,9265.42,108.00,7789.32,192.00,13422.72,12.00,1077.96,120.00,8948.40,0.00,0.00,0.00,0.00,0.00,0.00,6.00,538.98,243.00,17191.89,0.00,0.00,6.00,538.98,816.00,58773.67
GOODHOME RF LEMON ZEST 160GMS,PCS,0.00,0.00,0.00,0.00,36.00,3465.72,12.00,1075.80,21.00,1981.95,3.00,288.81,0.00,0.00,12.00,1155.24,9.00,846.57,6.00,577.62,0.00,0.00,0.00,0.00,99.00,9391.71
GOODHOME RF PASSION -ROSE 160GMS,PCS,126.00,8927.10,170.00,12871.70,630.00,44842.80,36.00,3465.72,726.00,50097.94,30.00,2721.51,1611.00,109123.86,24.00,2339.04,15.00,1444.05,243.00,17211.21,1209.00,82118.43,24.00,1692.24,4844.00,336855.60
GOODHOME RF SANDAL 160GMS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,40626.00,0.00,0.00,0.00,0.00,720.00,48751.20,0.00,0.00,720.00,48751.20,0.00,0.00,0.00,0.00,2040.00,138128.40
GOODHOME SCRUB PAD 2 IN 1 B2G1 60/-,PCS,60.00,2166.00,144.00,5111.64,156.00,5543.76,24.00,866.42,84.00,3032.40,276.00,9229.20,204.00,6740.16,156.00,5594.88,132.00,4765.20,120.00,4332.00,84.00,3032.40,177.00,5736.51,1617.00,56150.57
GOODHOME SCRUB PAD 2+1 30/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.00,959.88,0.00,0.00,0.00,0.00,60.00,1006.56,0.00,0.00,0.00,0.00,0.00,0.00,216.00,3632.40,333.00,5598.84
GOODHOME SCRUB PAD 2-IN-130/-,PCS,54.00,909.36,42.00,707.28,36.00,606.24,48.00,808.32,42.00,707.28,49.00,839.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,804.96,319.00,5383.12
GOODHOME SCRUB PAD LARGE COMBI 60//,PCS,96.00,3465.60,48.00,1732.80,96.00,3463.44,0.00,0.00,126.00,4658.76,240.00,8003.04,0.00,0.00,48.00,1732.80,24.00,722.40,0.00,0.00,0.00,0.00,28.00,939.40,706.00,24718.24
GOODHOME SCRUB PAD REGULAR LARGE 14 X 10,PCS,0.00,0.00,24.00,866.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,866.40
GOODHOME SCRUB PAD TOUGH 7.5 X 7.5,PCS,66.00,370.26,144.00,865.44,0.00,0.00,0.00,0.00,42.00,235.62,84.00,471.24,60.00,336.60,48.00,305.04,0.00,0.00,144.00,807.84,0.00,0.00,144.00,807.84,732.00,4199.88
GOODHOME SCRUB PAD Xtra Tough 2+1 60/-,PCS,108.00,3725.28,156.00,5458.08,0.00,0.00,24.00,866.40,144.00,4909.20,72.00,2425.68,12.00,404.28,12.00,404.28,64.00,2214.00,24.00,866.40,24.00,866.40,87.00,2930.05,727.00,25070.05
GOODHOME SCRUB PAD XTRA TOUGH 7.5 X 10,PCS,12.00,202.08,24.00,404.16,6.00,101.04,12.00,202.08,54.00,909.36,6.00,101.04,0.00,0.00,36.00,642.54,56.00,943.04,120.00,2020.80,0.00,0.00,0.00,0.00,326.00,5526.14
GOODHOME SS SCRUBBER,PCS,456.00,6858.24,1296.00,19491.84,432.00,6887.52,576.00,8663.04,1008.00,15160.68,504.00,7488.72,228.00,3139.56,725.00,10714.77,672.00,10106.88,384.00,5775.36,288.00,4331.52,1056.00,14966.40,7625.00,113584.53
GOODHOME SS SCRUBBER 2+1,PCS,84.00,2478.48,120.00,3513.12,66.00,1973.22,66.00,1924.98,156.00,4586.70,454.00,12672.78,78.00,2176.74,454.00,13411.16,276.00,8205.60,180.00,5414.40,180.00,5414.40,348.00,9780.96,2462.00,71552.54
GOODHOME ULTRA SCRUBBER,PCS,84.00,2526.72,120.00,3609.60,105.00,3158.52,72.00,2165.76,143.00,4301.44,183.00,5283.66,60.00,1652.40,192.00,5501.04,108.00,3248.64,84.00,2526.72,84.00,2526.72,84.00,2348.64,1319.00,38849.86
GOODHOME Unbox Drain Cleanser 50g,PCS,89.00,1314.56,0.00,0.00,3.00,135.36,40.00,601.60,0.00,0.00,320.00,4296.00,200.00,2754.00,160.00,2355.60,72.00,1082.88,48.00,721.92,36.00,541.44,168.00,2412.24,1136.00,16215.60
JO Almond&Cr Soap 100gm*5 100/-,PCS,0.00,0.00,0.00,0.00,30.00,2577.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,2577.90
JO Almond&Cr Soap 150gm*4 159/,PCS,240.00,20884.80,0.00,0.00,0.00,0.00,0.00,0.00,294.00,25582.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,534.00,46467.78
JO Lime Soap 100gm*5 100/,PCS,30.00,2181.30,0.00,0.00,90.00,7337.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.00,9518.40
JO Lime Soap 150gm*4 159/,PCS,510.00,44350.50,360.00,34102.38,0.00,0.00,0.00,0.00,216.00,20461.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1086.00,98914.30
JO Neem&Tulsi Soap 100gm*5 100/,PCS,90.00,6345.60,0.00,0.00,43.00,3238.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.00,9584.50
JO Rose&Cream Soap 100gm*5  100/,PCS,30.00,1983.00,0.00,0.00,180.00,11898.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,13881.00
JO Rose&Cream Soap 150gm*4 159/-,PCS,0.00,0.00,216.00,18643.98,0.00,0.00,0.00,0.00,36.00,3132.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,252.00,21776.60
JO Sandal Soap 100gm*5 100/,PCS,150.00,9915.00,0.00,0.00,120.00,9121.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270.00,19036.80
KERALA SANDAL SOAP 125G*3 285/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5600.00,595112.00,80.00,8501.60,400.00,42508.00,6080.00,646121.60
KERALA SANDAL SOAP TRIO 150G*3 340/-,PCS,0.00,0.00,2878.00,306276.76,0.00,0.00,0.00,0.00,0.00,0.00,2376.00,287543.52,0.00,0.00,2400.00,290448.00,0.00,0.00,5568.00,704528.64,1104.00,133756.32,480.00,58788.00,14806.00,1781341.24
KLF Coconad Cocunut Milk 400ml,PCS,141.00,12437.61,41.00,3616.61,10.00,882.10,119.00,10496.99,74.00,6609.86,132.00,11643.72,156.00,13796.10,189.00,16671.69,59.00,5204.39,130.00,11467.30,143.00,12614.03,140.00,12349.40,1334.00,117789.80
KLF Coconad Milk 200ml,PCS,48.00,2442.72,24.00,1221.36,24.00,1440.00,0.00,0.00,0.00,0.00,24.00,1440.00,72.00,4320.00,24.00,1221.36,48.00,2442.72,0.00,0.00,24.00,1221.36,24.00,1221.36,312.00,16970.88
KLF Coconad Milk Powder 100g,PCS,192.00,12506.88,144.00,9380.16,192.00,12506.88,48.00,3126.72,240.00,15633.60,288.00,18760.32,432.00,30641.76,432.00,30641.76,240.00,17025.60,240.00,17023.20,384.00,26125.44,384.00,27237.12,3216.00,220609.44
KLF Coconad Milk Powder 1Kg,PCS,0.00,0.00,12.00,6514.32,0.00,0.00,12.00,6514.32,0.00,0.00,36.00,19542.96,24.00,14765.76,0.00,0.00,12.00,7382.88,0.00,0.00,12.00,7382.88,12.00,7382.88,120.00,69486.00
KLF Coconad Oil 500ml Pet,PCS,293.00,31800.99,249.00,29099.67,224.00,26752.32,186.00,22148.04,330.00,39345.96,272.00,31905.76,371.00,41560.33,434.00,48628.36,268.00,30066.92,112.00,12565.28,254.00,28496.26,374.00,41959.06,3367.00,384328.95
KLF Coconad Oil 500ml Pouch,PCS,320.00,37059.20,160.00,18529.60,200.00,22936.40,160.00,18564.40,120.00,13897.20,80.00,9264.80,160.00,18240.00,200.00,22582.80,0.00,0.00,80.00,8743.60,118.00,11993.22,80.00,9264.80,1678.00,191076.02
KLF Coconut Oil 1 Ltr (P),PCS,317.00,73423.54,245.00,56746.84,228.00,53460.60,178.00,42006.23,254.00,58831.48,235.00,52403.50,320.00,69484.80,420.00,91198.80,283.00,61450.37,184.00,39953.52,158.00,34306.94,276.00,59928.23,3098.00,693194.85
KLF Coconut Oil 1 Ltr Pet,PCS,60.00,14331.60,20.00,4777.20,20.00,4777.20,80.00,18982.80,40.00,9554.40,40.00,9554.40,200.00,48581.20,100.00,22320.00,40.00,8975.20,20.00,4487.60,20.00,4487.60,40.00,8916.20,680.00,159745.40
KLF Cocosoft Soap 75g,PCS,119.00,4034.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,119.00,4034.10
KLF Inst Coconut Chutney 25g,PCS,48.00,1042.08,96.00,2084.16,0.00,0.00,0.00,0.00,144.00,3126.24,48.00,1042.08,144.00,2952.48,144.00,3126.24,192.00,4168.32,192.00,4168.32,191.00,4142.99,432.00,9378.72,1631.00,35231.63
KLF Inst Coconut Corriander Chutney 25g,PCS,48.00,1126.08,48.00,1126.08,96.00,2431.68,144.00,3647.52,144.00,3473.76,48.00,1215.84,240.00,6079.20,144.00,3647.52,144.00,3647.52,0.00,0.00,190.00,4812.70,192.00,4863.36,1438.00,36071.26
KLF Inst Coconut Red Chilly Chutney 25g,PCS,0.00,0.00,96.00,2084.16,144.00,3126.24,96.00,2084.16,96.00,2084.64,96.00,2084.16,96.00,2084.16,48.00,1042.08,96.00,2084.16,46.00,991.42,96.00,2084.16,48.00,1042.08,958.00,20791.42
KLF Nirmal Coconut  Oil 1 Ltr Can,PCS,59.00,16655.11,60.00,16937.40,120.00,33440.40,60.00,16937.40,120.00,33874.80,100.00,28228.60,80.00,22583.20,40.00,11291.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,639.00,179948.51
KLF Nirmal Coconut  Oil 500ml Blue Bt,PCS,0.00,0.00,0.00,0.00,32.00,3503.36,116.00,13422.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,-112.18,0.00,0.00,147.00,16813.30
KLF Nirmal Coconut Oil 500ml (P),PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,8685.75,0.00,0.00,41.00,4685.89,0.00,0.00,40.00,4571.60,42.00,4649.82,-40.00,-3184.80,0.00,0.00,158.00,19408.26
KLF Nirmal Virgin 250ml Bt,PCS,16.00,2258.24,16.00,2258.24,16.00,2258.24,32.00,4516.48,16.00,2258.24,44.00,6210.16,124.00,17501.36,80.00,11291.20,32.00,4516.48,16.00,2258.24,32.00,4516.48,52.00,7659.28,476.00,67502.64
KLF Nirmal Virgin 500ml GB-NN,PCS,0.00,0.00,0.00,0.00,0.00,0.00,48.00,13542.72,10.00,2859.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,6771.36,24.00,6428.64,0.00,0.00,0.00,0.00,106.00,29601.72
KLF Nirmal Virgin 500ml GBWM,PCS,0.00,0.00,0.00,0.00,0.00,0.00,24.00,6771.36,24.00,6514.32,0.00,0.00,12.00,3385.68,0.00,0.00,12.00,3385.68,12.00,3430.80,12.00,3385.68,0.00,0.00,96.00,26873.52
KLF Nirmal Virgin Coconut Oil 250ml GB,PCS,0.00,0.00,0.00,0.00,16.00,2258.24,96.00,15085.44,16.00,2258.24,0.00,0.00,0.00,0.00,12.00,1885.68,16.00,2514.24,48.00,7542.72,0.00,0.00,-1.00,-141.14,203.00,31403.42
KLF Nirmal Virgin Coconut Oil 500ml Bt,PCS,24.00,6514.32,36.00,9771.48,37.00,10042.91,108.00,29144.04,24.00,6514.32,24.00,6578.64,48.00,13027.44,36.00,9685.80,10.00,2714.30,72.00,20125.92,25.00,6785.75,24.00,6428.64,468.00,127333.56
KLF Nirmal Virgin Oil 1 Ltr Can,PCS,24.00,11986.32,36.00,17979.48,24.00,12301.80,24.00,11986.32,36.00,17979.48,24.00,11986.32,47.00,23473.21,12.00,5993.16,12.00,5993.16,0.00,0.00,24.00,11986.32,24.00,11986.32,287.00,143651.89
KLF Tilnad Oil 1000ml Pouch,PCS,100.00,22800.00,59.00,13741.60,80.00,18819.20,40.00,9409.60,100.00,24206.80,79.00,18591.20,90.00,21787.00,119.00,30577.44,60.00,15417.40,78.00,20042.10,80.00,23740.60,97.00,28785.35,982.00,247918.29
KLF Tilnad Oil 1Ltr Bottle,PCS,280.00,65991.00,100.00,24235.20,96.00,23546.68,178.00,42613.92,140.00,33947.20,80.00,19543.20,242.00,61326.92,220.00,56801.40,240.00,68616.00,200.00,60075.80,0.00,0.00,40.00,11798.00,1816.00,468495.32
KLF Tilnad Oil 200ml Pet,PCS,111.00,5624.69,64.00,3242.88,97.00,5054.67,112.00,5836.32,96.00,5002.56,40.00,2084.40,56.00,2918.16,128.00,6670.08,104.00,5732.24,111.00,6752.67,120.00,7382.40,88.00,5413.76,1127.00,61714.83
KLF Tilnad Oil 500ml Bottle,PCS,273.00,32736.15,129.00,15666.97,201.00,24560.67,115.00,14047.07,225.00,27662.86,137.00,16837.36,357.00,44203.17,291.00,38902.15,180.00,25405.20,375.00,55369.56,218.00,32875.36,129.00,19275.44,2630.00,347541.96
KLF Tilnad Oil 500ml Pouch,PCS,40.00,4632.40,78.00,9170.74,39.00,4460.04,80.00,9068.00,40.00,4777.20,40.00,4777.20,120.00,14331.60,119.00,14430.90,40.00,5211.60,-36.00,-5745.60,40.00,5935.20,80.00,11870.40,680.00,82919.68
KS 2SPARK+1 URGE 150ML  470/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,8065.71,27.00,8065.71
KS BLACK DEO X 120ML  250/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,7932.00,48.00,7932.00
KS BLACK DEO XX 120ML  250/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,7932.00,48.00,7932.00
KS BLACK DEO XXX 120ML  250/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,7932.00,48.00,7932.00
KS DEO DARE POWER SERIES 230/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,3976.28,0.00,0.00,96.00,8420.16,144.00,12396.44
KS DEO RUSH POWER SERIES 230/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,1988.14,0.00,0.00,96.00,8420.16,120.00,10408.30
KS DEO URGE POWER SERIES 220/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,576.00,45642.24,0.00,0.00,0.00,0.00,0.00,0.00,78.00,6461.44,608.00,48177.92,336.00,26624.64,1598.00,126906.24
KS EXCITE REGULAR LQD 150ML  275/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,891.45,9.00,891.45
KS PASSION REGULAR LQD 150ML  275/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,1782.90,18.00,1782.90
KS POWER SPARK SERIES 135 ML 220/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1728.00,136926.72,0.00,0.00,0.00,0.00,0.00,0.00,48.00,5796.62,1200.00,95088.00,783.00,67180.20,3759.00,304991.54
KS SPARK AEROSOL 150ML  230/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00,14314.08,96.00,14314.08
KS URGE AEROSOL 150ML  230/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,7297.44,48.00,7297.44
LC Combi Skin 120 ml,PCS,72.00,10203.12,14.00,1983.94,62.00,8786.02,112.00,15106.44,10.00,1435.60,20.00,2457.62,20.00,2871.20,78.00,10827.42,96.00,14384.82,54.00,7854.90,42.00,6492.78,74.00,11047.46,654.00,93451.32
LC Combi Skin 60 ml,PCS,72.00,5966.64,63.00,5201.46,48.00,3957.12,123.00,9606.39,30.00,2321.06,75.00,5914.55,45.00,3817.35,165.00,14528.91,126.00,11468.16,147.00,12921.30,57.00,5175.12,123.00,11189.64,1074.00,92067.70
LC Little's Baby Wipes 80's,PCS,-24.00,-1545.84,0.00,0.00,0.00,0.00,84.00,5481.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,3355.92,-24.00,-1476.72,0.00,0.00,60.00,5815.32
LC Little's Baby Wipes 80's Lid Pack,PCS,44.00,4586.52,68.00,9508.44,16.00,2237.28,24.00,3355.92,0.00,0.00,27.00,1661.41,24.00,1476.82,12.00,1677.96,82.00,7707.84,2.00,279.66,12.00,1677.96,48.00,2953.44,359.00,37123.25
LC Littles Comfy pants Super Jumbo L62,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1548.00,635779.08,1548.00,635779.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3096.00,1271558.16
LC Littles Comfy pants Super Jumbo M72,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1332.00,547065.72,1332.00,547065.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2664.00,1094131.44
LC Littles Comfy pants Super Jumbo XL54,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1548.00,635779.08,1548.00,635779.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3096.00,1271558.16
