Item Details,Unit,Apr,Amt.,May,Amt.,Jun,Amt.,Jul,Amt.,Aug,Amt.,Sep,Amt.,Oct,Amt.,Nov,Amt.,Dec,Amt.,Jan,Amt.,Feb,Amt.,Mar,Amt.,Total Qty.,Total Amt.
CREMICA SAND SPR CLASSIC,PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,699.12,240,12861.6,192,10291.2,444,23851.92
CREMICA SAND SPR PIRI PIRI,PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1398.2,12,699.1,36,2097.36,48,2740.44,12,699.12,132,7634.22
CREMICA SAND SPR TANDOORI 270GM,PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1048.66,5,291.29,0,0,36,2041.32,204,10990.32,263,14371.59
CREMICA SNACK DRES TOMBO 1.2KG      ,PCS,0,0,0,0,0,0,0,0,0,0,300,19285.72,0,0,0,0,0,0,0,0,0,0,0,0,300,19285.72
CREMICA TARTAR  MAYO,PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,699.1,3,174.78,24,1398.24,0,0,39,2272.12
CREMICA THOU ISLA DRESSING 275,PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,349.56,18,1048.66,0,0,12,643.08,12,699,48,2740.3
CREMICA THOU ISLAND SALAD DRESSING 350g,PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,582.58,0,0,0,0,0,0,0,0,6,582.58
CREMICA TOM KETCHUP GB 950GM     ,PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2583.32,48,4982.58,972,63515.96,324,19797.42,300,23331.6,1668,114210.88
CREMICA TOM KETCHUP SQUEASY 950GM     ,PCS,0,0,0,0,0,0,0,0,0,0,120,7485,3948,245281.84,324,27554.46,780,48618.31,1128,80781.58,4308,251515.88,4389,222072.68,14997,883309.75
CREMICA TOMATO KETCHUP 450 GM,PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,9981,0,0,180,9981
CREMICA TOMATO KETCHUP SACHET 8G*100,PCS,0,0,0,0,0,0,0,0,0,0,200,13392.86,0,0,0,0,0,0,0,0,0,0,0,0,200,13392.86
CREMICA TOMATO SAUCE TOMBO 8G*100      ,PCS,0,0,0,0,0,0,0,0,0,0,250,15625,0,0,0,0,0,0,0,0,0,0,0,0,250,15625
Cremica Veg Mayo Squeeze  900gm,PCS,0,0,0,0,0,0,0,0,0,0,130,14320.36,-7,-836.74,103,12216.04,76,8948.5,645,75650.98,1073,86320.81,48,5625.12,2068,202245.07
Denver Deo Blackcode 100G 199/-,PCS,17,2006.68,138,16291.02,27,3187.4,550,64351.6,600,70182.06,59,6965.02,22,2597.08,72,8499.6,612,71526.6,24,2724.96,659,77074.95,0,0,2780,325406.97
Denver Deo BlueSport 100G 199/-,PCS,0,0,0,0,-52,-6138.64,531,62108.62,6,708.3,600,70110,-12,-1416.62,36,4249.8,611,71408.54,36,4249.8,480,56088,36,4249.8,2272,265617.6
Denver Deo Caliber 105gm 210/-,PCS,24,2989.8,483,56327,29,3612.72,114,14201.74,48,5979.68,15,1868.64,0,0,28,3488.24,23,2865.34,24,2989.92,24,2989.92,60,7474.8,872,104787.8
Denver Deo Caliber 127gm 249/-,PCS,1,158.27,0,0,0,0,360,50533.2,480,67377.6,0,0,0,0,0,0,0,0,684,96152.04,360,50533.2,0,0,1885,264754.31
Denver Deo Hamilton 105gm 210/-,PCS,486,60544.02,354,44100.54,295,36750.04,477,59422.94,423,52695.78,333,41483.9,204,25413.8,234,25591.96,204,24396.92,372,43139.64,300,34170,240,29899.2,3922,477608.74
Denver Deo Hamilton 127gm 249/-,PCS,94,13884.98,366,46584.68,480,67377.6,606,85108.28,6,886.28,733,102923.7,24,3545.08,18,2116.22,646,90894.56,744,104574.24,900,126333,0,0,4617,644228.62
Denver Deo Honour 105gm 210/-,PCS,695,86580.31,608,75742.52,601,74870.32,693,86331.38,642,79978.04,627,78109.26,855,106512.7,443,46157.78,676,75205.38,381,43246.34,435,49332.9,371,46219.18,7027,848286.11
Denver Deo Honour 127gm 249/-,PCS,0,0,360,45698.4,0,0,360,50533.2,0,0,1,84.74,0,0,0,0,480,67377.6,24,3507.84,0,0,59,8714.89,1284,175916.67
Denver Deo Imperial 105gm 210/-,PCS,800,99660.89,1239,150506.54,837,104270.34,843,105017.8,840,104644.06,657,81846.58,1050,130804.98,646,67482.08,756,83539.78,564,60223.84,1008,113187.84,797,99289.9,10037,1200474.63
Denver Deo Imperial 127gm 249/-,PCS,0,0,0,0,0,0,360,50533.2,0,0,0,0,0,0,0,0,0,0,24,3507.84,0,0,0,0,384,54041.04
Denver Deo Original 150ml 199/-,PCS,18,2124.72,39,4603.98,0,0,540,63171.08,600,70110,0,0,0,0,0,0,0,0,0,0,480,56088,0,0,1677,196097.78
Denver Deo Prestige 105gm 210/-,PCS,0,0,360,41004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3507.84,0,0,0,0,384,44511.84
Denver Deo Pride 105gm 210/-,PCS,901,112260.86,819,102028.18,784,97830.9,695,86580.52,851,106014.42,599,74621.14,951,118472.2,579,60269.72,750,83153.38,482,53372.52,677,76123.59,768,95677.44,8856,1066404.87
Denver Deo Pride 127gm 249/-,PCS,0,0,360,45698.4,0,0,360,50533.2,0,0,480,67377.6,0,0,0,0,0,0,0,0,480,67377.6,6,886.26,1686,231873.06
Denver Deo Royal Oud 150ml 210/-,PCS,0,0,360,41004,0,0,480,58276.8,480,58276.8,0,0,0,0,0,0,600,72846,0,0,360,43707.6,0,0,2280,274111.2
Denver Deo Xtreme Endurance 100G 199/-,PCS,0,0,0,0,0,0,6,708.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,708.3
Denver Deo Xtreme Performance100G 199/-,PCS,0,0,0,0,0,0,6,708.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,708.3
Denver Deo Xtreme Reverence 100G 199/-,PCS,0,0,0,0,0,0,6,708.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,708.3
Denver Perfume Blackcode 60ml 249/-,PCS,0,0,360,44632.8,480,67377.6,480,67377.6,0,0,0,0,0,0,0,0,0,0,0,0,720,101066.4,0,0,2040,280454.4
Denver Perfume Hamilton 60ml 299/-,PCS,0,0,360,55310.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,55310.4
Denver Perfume Imperial 60ml 299/-,PCS,0,0,360,55310.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,55310.4
Denver Perfume Original 60ml 249/-,PCS,0,0,0,0,480,67377.6,480,67377.6,0,0,0,0,0,0,0,0,0,0,0,0,480,67344,0,0,1440,202099.2
Doy Hydrating Milk Soap 125gm*4 120/,PCS,30,1939.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,7023.51,0,0,117,8962.57
Doy Soap  Aloevera Natural 125gm*4 120/,PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1937.52,0,0,24,1937.52
Emami 7 Oils in One 100ml,PCS,0,0,1,40.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.68
Emami Hair Color Burgundy 30/-,PCS,1,20.34,14,284.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,305.08
Emami Hair Color Cherry Red 30/-,PCS,0,0,48,976.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,976.28
Emami Hair Color D Brown,PCS,0,0,2,40.68,0,0,0,0,-1,-20.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.34
Emami Hair Color N Black,PCS,0,0,1,20.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.34
Emami Hair Color N Brown,PCS,50,1016.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1016.94
Envy 1000 Deo Absolute 97G 199/-,PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2724.96,0,0,0,0,24,2724.96
Envy 1000 Deo Crystal Texas Heat 135ml,PCS,0,0,0,0,-1,-118.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-118.06
Envy 1000 Deo Dark 97G 199/-,PCS,0,0,372,39641.4,7,826.36,486,56796.3,-1,-118.06,6,708.32,0,0,0,0,5,590.24,24,2724.96,12,1416.6,12,1416.6,923,104002.72
Envy 1000 Deo Fiery 100G 199/-,PCS,0,0,372,39641.4,-9,-1062.46,6,708.3,4,505.94,-3,-354.16,0,0,0,0,-1,-118.06,0,0,0,0,0,0,369,39320.96
Envy 1000 Deo Force 97G 199/-,PCS,12,1416.6,372,39641.42,0,0,0,0,0,0,-8,-944.4,0,0,0,0,-1,-118.05,0,0,0,0,0,0,375,39995.57
Envy 1000 Deo Luv 97G,PCS,0,0,0,0,-1,-118.06,0,0,12,1517.8,-1,-118.06,0,0,0,0,0,0,0,0,0,0,0,0,10,1281.68
Envy 1000 Deo Noir 97G 199/-,PCS,0,0,360,38224.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2724.96,0,0,0,0,384,40949.76
Envy 1000 Deo Rouge 97G 199/-,PCS,0,0,360,38224.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,38224.8
Envy 1000 Deo Speed 97G 199/-,PCS,0,0,360,38224.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,38224.8
Envy Perfume Men 30ml 145/-,PCS,0,0,360,26694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,26694
Envy Perfume Women 30ml 145/-,PCS,0,0,360,26694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,26694
Envy Smart Bang 90G 199/-,PCS,0,0,360,38224.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,38224.8
Envy Smart Burst 90G 199/-,PCS,0,0,360,38224.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,38224.8
Envy Smart Explode 90G 199/-,PCS,0,0,360,38224.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,38224.8
EVA BODY SPRAY FRESH 125ML,PCS,628,52709.85,918,76980.36,348,29880.38,169,15121.05,412,34699.37,213,18501.26,81,6972.45,447,37733.38,85,7237.95,474,39234.52,114,9974.43,127,10984.77,4016,340029.77
EVA DEO SPRAY BLUSH 125ML,PCS,346,28717.42,373,31440.87,242,20522.21,103,8794.52,206,17412.31,42,3595.8,53,4577.89,128,10810.42,162,13510.48,446,37189.64,33,2814.27,44,3764.94,2178,183150.77
EVA DEO SPRAY COMBI 125ML 198/,PCS,0,0,0,0,0,0,0,0,249,30053.37,90,10922.34,249,30500.39,204,24931.01,162,19794,171,20712.23,105,12900.83,27,3306.96,1257,153121.13
EVA DEO SPRAY COMBI 125ML 280/-,PCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,49407.72,0,0,24,4157.28,312,53565
EVA DEO SPRAY DEW 125ML,PCS,154,13231.55,97,8462.82,88,7768.82,9,779.5,36,3118,12,1039.32,28,2425.13,31,2685,14,1212.6,33,2858.13,4,328.25,26,2251.86,532,46160.98
EVA DEO SPRAY DOLL 125ML,PCS,703,58675.31,747,62827.33,268,23149.37,199,17105.62,541,45454.33,223,19012.61,129,10779.06,461,38738.77,162,13663.08,804,67035.21,77,6552.36,88,7679.88,4402,370672.93
EVA DEO SPRAY ECSTACY 125ML,PCS,-1,-111.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-111.35
EVA DEO SPRAY FLIRT 125ML,PCS,171,14672.87,48,4157.27,117,10275.76,6,501.9,75,6495.8,45,3897.49,33,2858.19,18,1559,6,519.68,33,2858.08,27,2352.71,24,2078.64,603,52227.39
EVA DEO SPRAY GLEE 125ML,PCS,4,351.18,1,87.8,8,702.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1141.36
EVA DEO SPRAY GROOVE 125ML,PCS,28,2325.76,70,5722.7,100,8738.16,30,2612.56,36,3125.08,19,1652.72,15,1299.16,36,3132.2,1,86.62,6,526.8,12,1053.56,0,0,353,30275.32
EVA DEO SPRAY SWEET 125ML,PCS,538,44969.74,798,66804.67,286,24503.66,167,14347.51,523,43793.69,211,18068.49,94,7971.07,409,34264.83,99,8336.6,546,45115.98,77,6611.38,97,8286.51,3845,323074.13
EVA DEO SPRAY URBANE 125ML,PCS,-1,-111.35,0,0,179,15531.68,51,4279.41,85,7270.23,29,2486.19,15,1294.07,41,3535.73,18,1548.78,48,4136.7,11,952.71,2,173.22,478,41097.37
EVA DEO SPRAY WILD 125ML,PCS,458,38339.18,462,38621.62,191,16485.31,98,8482.85,343,28806.97,37,3232.26,94,8053.6,150,12585.76,146,12153.7,453,37500.28,30,2571.74,73,6211.56,2535,213044.83
EVA DEO TALC FRESH 100GMS,PCS,482,15807.83,379,12495.09,86,2918.54,30,1020.77,120,3932.14,17,579.04,6,206.94,6,206.94,1,46.86,6,206.94,17,591.95,0,0,1150,38013.04
EVA DEO TALC FRESH 400GMS,PCS,33,3005.59,102,9118.17,7,661.32,4,367.4,0,0,12,1075.56,0,0,0,0,0,0,12,1113.56,6,572.04,6,556.8,182,16470.44
EVA DEO TALC SANDAL 100G,PCS,102,3642.42,284,10186.06,46,1698.7,12,445.44,126,4512.12,-2,-69.86,0,0,0,0,4,139.72,5,174.65,8,298.68,5,174.65,590,21202.58
EVA DEO TALC SWEET 100GMS,PCS,452,14807.47,246,8216.62,125,4228.71,55,1872.31,144,4741.77,11,379.87,18,601.26,6,206.94,-29,-928.5,6,206.94,12,416.68,0,0,1046,34750.07
EVA DEO TALC SWEET 400GMS,PCS,121,10829.08,58,5242.91,55,5087.36,5,469.44,0,0,5,458.46,0,0,-1,-87.33,-2,-174.66,17,1472.38,0,0,6,519.66,264,23817.3
EVA DEO WHITENING FLORAL FUSION 125 ML,PCS,30,2783.78,12,1105.9,-3,-278.37,0,0,0,0,-2,-175.93,-1,-87.33,0,0,0,0,0,0,0,0,0,0,36,3348.05
EVA DEOSPRAY WHITENING  FLORAL 150 ML,PCS,-37,-4554.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37,-4554.76
EVA FRESH  LIPS MINI LIP BAIM 1.2 GM,PCS,0,0,0,0,0,0,0,0,0,0,0,0,102,9465.24,45,4175.83,0,0,0,0,0,0,0,0,147,13641.07
EVA FRESH  LIPS RASPERRY 4.5 gm,PCS,0,0,6,564.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,564.4
EVA FRESH  LIPS ROSE 4.5 GM,PCS,118,10454.9,0,0,0,0,0,0,0,0,0,0,-2,-209.6,42,4547.06,6,649.58,0,0,0,0,0,0,164,15441.94
EVA FRESH  LIPS STRAWBERRY+ Rose 4.5 GM,PCS,0,0,80,7118.4,0,0,0,0,0,0,0,0,0,0,0,0,12,1299.16,9,927.94,0,0,0,0,101,9345.5
