Item Details,Unit,Apr,Amt.,May,Amt.,Jun,Amt.,Jul,Amt.,Aug,Amt.,Sep,Amt.,Oct,Amt.,Nov,Amt.,Dec,Amt.,Jan,Amt.,Feb,Amt.,Mar,Amt.,Total Qty.,Total Amt.
KK Oil 200ml+100ml,Pcs.,161.00,32602.90,1805.00,361300.00,63.00,12690.00,474.00,95001.42,915.00,183420.00,396.00,79470.00,579.00,122434.24,227.00,52262.84,238.00,55004.28,232.00,54390.26,88.00,20571.44,0.00,0.00,5178.00,1069147.38
KK Shampoo 100+20,Pcs.,60.00,4285.74,44.00,3142.86,68.00,4907.19,9.00,675.00,464.00,31926.86,25.00,1745.14,7.00,525.00,0.00,0.00,1.00,68.58,0.00,0.00,0.00,0.00,0.00,0.00,678.00,47276.37
KK Shampoo 200+100,Pcs.,82.00,10542.82,76.00,9771.42,41.00,5348.56,3.00,405.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,202.00,26067.80
KK Shampoo Ayu 200 ml 120/-,Pcs.,0.00,0.00,0.00,0.00,0.00,0.00,93.00,7971.44,90.00,7714.24,324.00,27784.82,37.00,3171.41,224.00,19302.75,99.00,8614.19,70.00,6141.36,66.00,5699.91,0.00,0.00,1003.00,86400.12
KK Shampoo -Ayu 340ml 200/-,Pcs.,0.00,0.00,0.00,0.00,0.00,0.00,48.00,6857.12,100.00,14232.12,353.00,50428.56,89.00,12714.28,167.00,24014.32,88.00,12757.20,95.00,13700.06,0.00,0.00,0.00,0.00,940.00,134703.66
KK Shampoo Ayu-80ml,Pcs.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,1800.00,12.00,450.00,0.00,0.00,60.00,2250.00
KLF Coconad Cocunut Milk 400ml,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00,8365.70,0.00,0.00,24.00,2057.14,0.00,0.00,48.00,4114.28,72.00,6171.42,240.00,20708.54
KLF Coconad Milk Powder 100g,PCS,36.00,2468.58,48.00,3291.42,48.00,3291.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132.00,9051.42
KLF Coconad Oil 500ml Pet,PCS,96.00,13019.42,195.00,26718.69,202.00,27871.98,260.00,33990.96,348.00,45662.46,232.00,29872.76,266.00,34250.66,479.00,55344.00,223.00,25011.04,268.00,29481.46,260.00,29065.14,386.00,46073.94,3215.00,396362.51
KLF Coconut Oil 1 Ltr (P),PCS,80.00,19840.00,60.00,15131.42,140.00,36479.98,0.00,0.00,40.00,9569.52,59.00,14115.04,199.00,44643.06,98.00,21354.66,120.00,28800.00,72.00,16838.10,68.00,16274.28,100.00,22095.24,1036.00,245141.30
KLF Coconut Oil 1 Ltr Pet,PCS,32.00,7777.52,237.00,62265.16,44.00,11867.44,169.00,43028.56,260.00,64076.38,150.00,36753.30,303.00,69690.65,68.00,16051.80,116.00,26072.38,309.00,66903.62,336.00,73883.42,168.00,39100.94,2192.00,517471.17
KLF Coconut Oil 250 ml Pet,PCS,0.00,0.00,0.00,0.00,21.00,1504.00,0.00,0.00,0.00,0.00,123.00,7844.94,0.00,0.00,0.00,0.00,6.00,347.42,0.00,0.00,0.00,0.00,0.00,0.00,150.00,9696.36
KLF Coconut Oil 500ml Pet.OLD,PCS,0.00,0.00,57.00,7730.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.00,7730.31
KLF Coconut Water 200ml,PCS,1116.00,29892.86,984.00,26357.14,870.00,23303.58,738.00,20539.30,720.00,19832.14,528.00,14159.86,1008.00,27000.00,1140.00,30535.70,294.00,7875.00,0.00,0.00,150.00,4125.00,336.00,9000.02,7884.00,212620.60
KLF Nirmal Coconut  Oil 1 Ltr Can,PCS,40.00,10361.92,6.00,1554.28,0.00,0.00,20.00,5288.14,80.00,19139.04,45.00,11876.10,20.00,5942.86,40.00,11885.72,40.00,10971.42,0.00,0.00,20.00,5485.72,0.00,0.00,311.00,82505.20
KLF Nirmal Coconut  Oil 500ml Can,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,168.00,21236.00,12.00,1691.42,0.00,0.00,84.00,9792.00,0.00,0.00,264.00,32719.42
KLF Nirmal Coconut Oil 500ml (P),PCS,0.00,0.00,0.00,0.00,0.00,0.00,12.00,1590.86,0.00,0.00,99.00,12484.15,0.00,0.00,84.00,11840.00,0.00,0.00,210.00,23200.00,0.00,0.00,0.00,0.00,405.00,49115.01
KLF Nirmal Virgin 250ml Bt,PCS,96.00,12000.00,72.00,10543.32,36.00,5014.28,77.00,10743.51,57.00,7567.85,118.00,14735.30,98.00,13649.96,73.00,10214.18,54.00,7780.22,106.00,14863.62,49.00,4432.35,139.00,21206.11,975.00,132750.70
KLF Nirmal Virgin 500ml GB-NN,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.00,33857.12,48.00,13542.84,48.00,13542.88,12.00,3385.72,24.00,6771.44,12.00,3385.72,264.00,74485.72
KLF Nirmal Virgin 500ml GBWM,PCS,0.00,0.00,0.00,0.00,12.00,3385.72,12.00,3385.72,24.00,6771.42,40.00,11286.26,32.00,8914.30,19.00,5363.32,19.00,5326.24,31.00,8726.88,28.00,7903.84,15.00,4200.82,232.00,65264.52
KLF Nirmal Virgin Coconut Oil 250ml GB,PCS,0.00,0.00,0.00,0.00,64.00,10057.14,64.00,10057.14,48.00,7794.28,16.00,2514.28,0.00,0.00,16.00,2514.28,24.00,3771.42,0.00,0.00,0.00,0.00,0.00,0.00,232.00,36708.54
KLF Nirmal Virgin Coconut Oil 250ml NN,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,4500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,4500.00
KLF Nirmal Virgin Coconut Oil 500ml Bt,PCS,48.00,10971.44,24.00,6857.14,54.00,15321.42,89.00,25159.01,48.00,13303.58,19.00,5157.17,21.00,5625.01,12.00,3256.98,10.00,2714.30,0.00,0.00,16.00,4342.78,30.00,8082.16,371.00,100790.99
KLF Nirmal Virgin Oil 1 Ltr Can,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,17742.86,24.00,11828.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,29571.42
KLF Tilnad Oil 1000ml (P),PCS,60.00,8868.58,37.00,5468.96,80.00,12129.52,20.00,3032.38,120.00,20053.32,0.00,0.00,138.00,25478.08,137.00,28390.46,60.00,12266.66,0.00,0.00,60.00,14400.00,80.00,17066.66,792.00,147154.62
KLF Tilnad Oil 1Ltr Pet,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,13714.30,100.00,19388.58,80.00,16761.90,80.00,18895.24,60.00,14400.00,40.00,9447.62,440.00,92607.64
KLF Tilnad Oil 200ml Pet,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,1767.60,32.00,1414.08,31.00,1369.90,112.00,5930.06,96.00,5071.24,73.00,3893.34,384.00,19446.22
KLF Tilnad Oil 500ml (P),PCS,0.00,0.00,40.00,3657.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,2180.58,28.00,2560.00,40.00,3657.14,80.00,7314.28,52.00,5945.92,80.00,8533.34,344.00,33848.40
KLF Tilnad Oil 500ml Pet,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.00,10697.14,6.00,594.28,36.00,4114.28,72.00,8640.00,92.00,11565.72,72.00,8640.00,386.00,44251.42
Laser 3 Reflex 4+4 Razor 120/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,6050.62,90.00,6050.62
Laser Control 3 Advance RC R+4 60/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,2420.52,72.00,2420.52
Laser Patels 3 BC 4 120/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,192.00,13276.80,192.00,13276.80
Laser Sport 2 Pch 5 70/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,3137.60,80.00,3137.60
Laser Sport 3 Pch 10 Menthol 200/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,2689.42,24.00,2689.42
Laser Sport 3 Pch 5*2 100/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,601.00,34248.93,601.00,34248.93
Lion Arabian Seeded Dates 250gm (1+1),PCS,0.00,0.00,0.00,0.00,0.00,0.00,540.00,33404.40,30.00,2039.46,340.00,24354.94,80.00,4339.28,72.00,5207.14,141.00,10197.32,372.00,26903.56,374.00,27048.22,684.00,49333.92,2633.00,182828.24
Lion Arabian Seeded Dates 500gm (1+1),PCS,0.00,0.00,1000.00,115535.71,2000.00,231071.43,520.00,61159.60,0.00,0.00,640.00,86554.28,220.00,24343.38,471.00,50405.33,423.00,57206.99,700.00,94668.74,900.00,121716.96,331.00,44514.35,7205.00,887176.77
Lion Buman Dates 500gm,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,129.58,102.00,13218.12,0.00,0.00,0.00,0.00,0.00,0.00,42.00,5376.38,42.00,5376.38,187.00,24100.46
Lion Dates Jam 500gm Combo,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,1301.78,6.00,650.90,0.00,0.00,0.00,0.00,0.00,0.00,24.00,2603.58,42.00,4556.26
Lion Dates Syrup 1000gm,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,17239.72,65.00,17239.72
Lion Dates Syrup 250gm,PCS,0.00,0.00,36.00,2785.82,12.00,928.60,0.00,0.00,0.00,0.00,72.00,5606.02,77.00,6006.33,48.00,3714.42,61.00,4720.41,74.00,5726.36,93.00,7196.38,96.00,7428.86,569.00,44113.20
Lion Dates Syrup 500gm,PCS,0.00,0.00,60.00,8505.00,33.00,4677.74,50.00,7087.50,37.00,5244.76,112.00,15900.52,25.00,3587.50,65.00,9220.76,166.00,24388.00,99.00,14057.76,334.00,46840.64,132.00,18728.52,1113.00,158238.70
Lion Dates Syrup 800gm,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,685.28,6.00,1453.50,25.00,5710.70,0.00,0.00,0.00,0.00,28.00,6362.58,25.00,5859.76,87.00,20071.82
Lion Delicasy Dates 500gm,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,6183.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,6183.84
Lion Deseeded Dates 200gm,PCS,0.00,0.00,84.00,2551.50,34.00,1032.76,0.00,0.00,120.00,3905.36,600.00,15621.44,118.00,6827.14,126.00,7290.02,0.00,0.00,138.00,7984.30,96.00,2777.28,282.00,9025.72,1598.00,57015.52
Lion Deseeded Dates 200gm Refill,PCS,0.00,0.00,0.00,0.00,0.00,0.00,120.00,3645.00,0.00,0.00,12.00,390.54,180.00,5858.04,204.00,6222.54,426.00,13278.22,216.00,7029.52,240.00,7758.14,144.00,4686.44,1542.00,48868.44
Lion Deseeded Dates 500gm,PCS,0.00,0.00,96.00,6526.28,220.00,15456.06,778.00,58069.82,405.00,31769.51,535.00,41972.22,1071.00,81531.79,624.00,49227.58,486.00,37655.66,617.00,47063.55,736.00,56310.60,530.00,40220.62,6098.00,465803.69
Lion Deseeded Dates 500gm Cup,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,3645.00,225.00,19566.98,45.00,3707.55,900.00,62694.64,45.00,3645.00,297.00,24057.00,173.00,13864.00,1730.00,131180.17
Lion Desert King Dates 250gm Cup,PCS,0.00,0.00,72.00,6144.42,0.00,0.00,72.00,5870.88,0.00,0.00,156.00,12913.70,59.00,5120.36,84.00,7289.98,180.00,15621.44,120.00,10414.30,249.00,21610.35,288.00,24942.86,1280.00,109928.29
Lion Desert King Dates 500gm,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118.00,18774.66,0.00,0.00,118.00,18774.66
Lion Desert King Dates 500gm Cup,PCS,0.00,0.00,89.00,14482.37,72.00,11716.08,62.00,9639.76,114.00,18797.78,171.00,28196.68,167.00,27537.10,327.00,54046.75,150.00,24733.92,306.00,50457.18,252.00,41552.38,249.00,41058.32,1959.00,322218.32
Lion Honey 400gm Combo,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,8956.28,36.00,3980.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,5970.86,126.00,18907.70
Lion Kimjo Dates 500gm Cup,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,5649.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,5649.60
Lion Mix Fruit Jam 250gm Combo,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,263.00,16738.06,0.00,0.00,0.00,0.00,24.00,1527.42,0.00,0.00,264.00,16801.70,288.00,18329.14,839.00,53396.32
Lion Mix Fruit Jam 500gm Combo,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.00,12453.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,2759.78,60.00,6899.46,192.00,22112.36
Lion Muscat Dates 500gm Refill,PCS,0.00,0.00,0.00,0.00,0.00,0.00,80.00,12327.20,0.00,0.00,80.00,13191.44,0.00,0.00,80.00,13304.52,80.00,13191.42,80.00,13191.42,88.00,14510.56,104.00,17148.84,592.00,96865.40
Lion Seeded Dates 250gm (1+1),PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,347.14,42.00,2430.00,0.00,0.00,30.00,1735.72,108.00,6248.56,381.00,22043.58,30.00,1735.72,597.00,34540.72
Lion Seeded Dates 500gm,PCS,0.00,0.00,500.00,50625.00,0.00,0.00,0.00,0.00,0.00,0.00,625.00,68705.36,224.00,24624.00,12.00,1319.14,360.00,39574.28,1600.00,175885.72,1240.00,136313.14,0.00,0.00,4561.00,497046.64
Lion Seeded Dates 500gm (1+1),PCS,0.00,0.00,720.00,66175.20,80.00,8100.00,0.00,0.00,184.00,20226.86,377.00,41443.06,0.00,0.00,268.00,25138.98,0.00,0.00,0.00,0.00,699.00,76840.10,946.00,103788.90,3274.00,341713.10
Malai Keshar Cold Cream 100 ml,PCS,18.00,1464.42,0.00,0.00,6.00,488.14,0.00,0.00,6.00,488.14,0.00,0.00,44.00,3579.76,42.00,3417.04,36.00,2928.96,72.00,5857.92,0.00,0.00,0.00,0.00,224.00,18224.38
Malai Keshar Cold Cream 60 ml,PCS,12.00,650.84,0.00,0.00,18.00,976.26,0.00,0.00,0.00,0.00,0.00,0.00,3.00,162.72,87.00,4718.68,72.00,3905.28,144.00,7810.56,0.00,0.00,0.00,0.00,336.00,18224.34
Marketing Services,N.A.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139861.00,0.00,0.00,0.00,139861.00
Megha Aloevera Wax 700gm,PCS,60.00,5346.00,3.00,267.30,18.00,1603.80,38.00,3385.80,30.00,2673.00,-34.00,-3028.74,93.00,8286.30,28.00,2494.80,12.00,1069.20,6.00,534.60,0.00,0.00,-28.00,-2494.80,226.00,20137.26
Megha Alovera Wax 250gm,PCS,63.00,2646.00,12.00,504.00,77.00,3234.00,12.00,504.00,-5.00,-133.12,0.00,0.00,0.00,0.00,88.00,3696.00,62.00,2565.56,38.00,1596.00,0.00,0.00,-19.00,-798.00,328.00,13814.44
Megha Banana Wax 250gm,PCS,0.00,0.00,12.00,504.00,36.00,1512.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,2016.00
Megha Banana Wax 700gm,PCS,6.00,534.60,12.00,1069.20,0.00,0.00,0.00,0.00,6.00,534.60,0.00,0.00,18.00,1603.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.00,-801.90,33.00,2940.30
Megha Chocolate  Wax 250gm,PCS,120.00,5040.00,6.00,252.00,61.00,2562.00,0.00,0.00,11.00,462.00,0.00,0.00,0.00,0.00,64.00,2688.00,107.00,4474.78,38.00,1596.00,0.00,0.00,2.00,84.00,409.00,17158.78
Megha Chocolate Wax 700gm,PCS,50.00,4455.00,18.00,1603.80,54.00,4811.40,36.00,3207.60,-30.00,-2183.70,28.00,2494.80,120.00,10692.00,56.00,4989.60,6.00,534.60,6.00,534.60,0.00,0.00,-9.00,-801.90,335.00,30337.80
Megha Cold Wax 700gm,PCS,6.00,534.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,534.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,1069.20
Megha Fruity  Wax 250gm,PCS,36.00,1512.00,12.00,504.00,60.00,2520.00,54.00,2268.00,47.00,1974.00,6.00,252.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-24.00,-1008.00,191.00,8022.00
Megha Fruity Wax 700gm,PCS,0.00,0.00,12.00,1069.20,0.00,0.00,20.00,1782.00,12.00,1069.20,-4.00,-356.40,30.00,2673.00,43.00,3831.30,0.00,0.00,0.00,0.00,0.00,0.00,-26.00,-2316.60,87.00,7751.70
Megha Gold Wax 250gm,PCS,42.00,1764.00,18.00,756.00,72.00,3024.00,18.00,756.00,4.00,168.00,21.00,882.00,48.00,2016.00,88.00,3696.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,126.00,314.00,13188.00
Megha Gold Wax 700gm,PCS,6.00,534.60,12.00,1069.20,0.00,0.00,0.00,0.00,6.00,534.60,4.00,356.40,45.00,4009.50,31.00,2762.10,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,-89.10,103.00,9177.30
Megha Hair Colour 15gm Black,Dozen,275.00,38644.35,32.00,4169.10,74.00,10005.73,48.00,7055.36,108.00,13791.55,63.00,6609.00,108.00,12988.08,4.00,481.04,8.00,962.08,24.00,2886.24,59.00,7095.34,-20.00,-2404.90,783.00,102282.97
Megha Hair Colour 15gm Brown,Dozen,127.00,14912.55,28.00,3207.00,74.00,7690.63,24.00,1603.50,80.00,9620.80,80.00,9620.80,80.00,9620.80,4.00,481.04,8.00,962.08,8.00,962.08,72.00,8658.72,-5.00,-601.00,580.00,66739.00
Megha Hair Colour 15gm Burgundy,Dozen,48.00,641.40,4.00,641.40,0.00,0.00,0.00,0.00,12.00,1443.12,-4.08,-1175.40,2.00,240.52,0.00,0.00,0.00,0.00,8.00,962.08,8.00,962.08,0.00,0.00,77.92,3715.20
Megha Hair Colour 40gm Black 180,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3600.00,76968.00,8773.00,187566.74,12373.00,264534.74
Megha Hair Colour 40gm Black 60,Bags,307.00,393825.74,219.00,280937.58,281.84,361062.51,309.00,396391.38,253.50,325920.60,236.38,303531.81,369.00,473360.58,302.00,387411.64,310.00,397674.20,301.00,386128.82,327.00,419482.14,165.00,211665.30,3380.72,4337392.30
Megha Hair Colour 40gm Brown 180,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440.00,30787.20,3335.00,71302.30,4775.00,102089.50
Megha Hair Colour 40gm Brown 60,Bags,146.00,187291.72,115.00,147524.30,140.00,179415.21,142.00,182160.44,105.00,134696.10,118.37,151847.40,175.00,224493.50,105.60,135594.32,116.00,148807.12,142.00,182160.44,151.00,193705.82,64.00,82100.48,1519.97,1949796.85
Megha Hair Colour 40gm Burgundy 60,Bags,17.00,21807.94,19.00,24373.58,9.00,11545.38,16.00,20525.12,12.00,15393.84,10.00,12829.10,22.00,28222.04,12.00,15393.84,3.00,3848.46,13.00,16676.66,5.00,6414.10,6.00,7696.92,144.00,184726.98
Megha Hair Colour 40gm D Brown 180,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,540.00,11545.20,540.00,11545.20
Megha Hair Colour 40gm D Brown 60,Bags,53.00,67989.46,35.00,44898.70,26.00,33353.32,60.00,76969.20,35.00,44898.70,51.00,65423.82,75.00,96211.50,42.00,53878.44,58.00,74403.56,51.00,65423.82,44.00,56444.08,39.00,50029.98,569.00,729924.58
Megha Hair Removing Cream-Alovera,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,576.00,12430.08,60.00,1294.80,0.00,0.00,636.00,13724.88
Megha Hair Removing Cream-Lime,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,576.00,12430.08,96.00,2071.68,0.00,0.00,672.00,14501.76
Megha Hair Removing Cream-Sandal,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,576.00,12430.08,72.00,1553.76,0.00,0.00,648.00,13983.84
Megha Hot Wax 250gm,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.00,-168.00,-4.00,-168.00
Megha Hot Wax 700gm,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-267.30,-3.00,-267.30
Megha Mehndi Cone,Dozen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-240.00,-8320.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-240.00,-8320.94
Megha Milky  Wax 250gm,PCS,129.00,5418.00,0.00,0.00,12.00,504.00,0.00,0.00,0.00,0.00,54.00,2268.00,0.00,0.00,0.00,0.00,152.00,6384.00,38.00,1596.00,0.00,0.00,26.00,1092.00,411.00,17262.00
Megha Milky Wax 700gm,PCS,121.00,10781.10,0.00,0.00,106.00,9444.60,44.00,3920.40,30.00,3162.30,42.00,3742.20,81.00,7217.10,23.00,2049.30,18.00,1603.80,30.00,2673.00,0.00,0.00,-8.00,-712.80,487.00,43881.00
Megha Rosewine Wax 700gm,PCS,18.00,1603.80,15.00,1336.50,2.00,178.20,6.00,534.60,12.00,1069.20,-18.00,-1603.80,12.00,1069.20,54.00,4811.40,0.00,0.00,0.00,0.00,0.00,0.00,-32.00,-2851.20,69.00,6147.90
Megha Strawberry Wax 250gm,PCS,12.00,504.00,6.00,252.00,15.00,630.00,36.00,1512.00,56.00,2352.00,12.00,504.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137.00,5754.00
Megha Strawberry Wax 700gm,PCS,26.00,2316.60,15.00,1336.50,8.00,712.80,6.00,534.60,0.00,0.00,-18.00,-1603.80,18.00,1603.80,28.00,2494.80,0.00,0.00,0.00,0.00,0.00,0.00,-7.00,-623.70,76.00,6771.60
Megha White Chocolate Wax 700gm,PCS,128.00,11404.80,30.00,2673.00,54.00,4811.40,42.00,3742.20,-23.00,-1655.14,-4.00,-356.40,93.00,8286.30,20.00,1782.00,84.00,7484.40,6.00,534.60,0.00,0.00,-16.00,-1425.60,414.00,37281.56
Megha White Wax 250gm,PCS,39.00,1638.00,24.00,1008.00,24.00,1008.00,24.00,1008.00,9.00,442.06,0.00,0.00,0.00,0.00,0.00,0.00,162.00,6804.00,30.00,1260.00,0.00,0.00,6.00,252.00,318.00,13420.06
Menthoplus Balm 9ml,PCS,18.00,385.72,42.00,900.00,12.00,257.14,33.00,707.14,6.00,128.58,44.00,942.92,12.00,257.20,18.00,394.28,34.00,777.14,9.00,205.72,48.00,1097.14,3.00,68.58,279.00,6121.56
Moods Allnight 12's,PCS,318.00,22265.04,0.00,0.00,6.00,432.00,438.00,30660.00,120.00,6600.00,500.00,27500.00,0.00,0.00,0.00,0.00,300.00,16500.00,184.00,10480.00,4.00,280.00,0.00,0.00,1870.00,114717.04
MOODS ALLNIGHT 20's 140/-,PCS,11.00,1078.00,0.00,0.00,0.00,0.00,24.00,2352.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,1176.00,0.00,0.00,47.00,4606.00
MOODS ALOE 12's 100/-,PCS,120.00,8400.00,0.00,0.00,0.00,0.00,204.00,14280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,1680.00,36.00,2520.00,0.00,0.00,384.00,26880.00
MOODS CHOCO 12's 100/-,PCS,350.00,24500.21,0.00,0.00,20.00,1457.60,432.00,30240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,840.00,0.00,0.00,814.00,57037.81
MOODS DOTTED 12's 100/-,PCS,330.00,23103.08,0.00,0.00,6.00,432.00,440.00,30800.00,120.00,6600.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,16500.00,204.00,11580.00,12.00,840.00,12.00,840.00,1424.00,90695.08
MOODS DOTTED 20's 140/-,PCS,29.00,2842.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,2842.00
Moods Electrify 3's 50/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,13750.00,270.00,7425.00,0.00,0.00,0.00,0.00,770.00,21175.00
