Item Details,Unit,Apr,Amt.,May,Amt.,Jun,Amt.,Jul,Amt.,Aug,Amt.,Sep,Amt.,Oct,Amt.,Nov,Amt.,Dec,Amt.,Jan,Amt.,Feb,Amt.,Mar,Amt.,Total Qty.,Total Amt.
He Perfumed Body Spray (Respect) 150 m,PCS,15.00,1932.20,8.00,1030.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,2962.70
He Perfumed Body Spray (Ruler) 150 ml,PCS,0.00,0.00,3.00,366.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,366.10
He PerfumedBody Spray (Conqueror) 150ml,Pcs.,0.00,0.00,5.00,569.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,569.32
Himani Fast Relief  23ML,PCS,1.00,57.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,57.14
JO Almond&Cr Soap 100gm*5 70/,PCS,144.00,6408.86,144.00,6641.08,72.00,3316.88,72.00,3331.52,180.00,9578.10,72.00,3831.24,258.00,13728.62,81.00,4269.04,30.00,1596.36,36.00,1915.56,66.00,3374.88,0.00,0.00,1155.00,57992.14
JO Almond&Cr Soap 150gm*4 100/,PCS,129.00,8328.73,36.00,2369.02,84.00,5527.70,73.00,4809.19,144.00,10395.00,54.00,3737.30,120.00,8448.12,66.00,4710.76,42.00,3131.50,54.00,4105.02,36.00,2619.20,54.00,3553.74,892.00,61735.28
JO Almond&Cream Soap 100gm*8 110/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,145.00,10496.54,0.00,0.00,9.00,687.96,0.00,0.00,0.00,0.00,72.00,5328.00,56.00,4053.84,282.00,20566.34
JO Lime Soap 100gm*5 70/,PCS,144.00,6408.86,144.00,6641.08,72.00,3316.88,144.00,6655.72,180.00,9578.10,37.00,1961.68,270.00,14367.16,90.00,4580.84,108.00,5746.80,102.00,5427.48,18.00,875.60,0.00,0.00,1309.00,65560.20
JO Lime Soap 100gm*8 110/,PCS,6.00,434.32,0.00,0.00,72.00,5212.08,64.00,4632.96,106.00,7673.34,36.00,2606.04,108.00,7818.12,108.00,7860.36,54.00,3909.06,36.00,2606.04,0.00,0.00,0.00,0.00,590.00,42752.32
JO Lime Soap 150gm*4 100/,PCS,155.00,10039.71,38.00,2500.64,59.00,3882.55,7.00,460.65,180.00,12763.98,0.00,0.00,132.00,8686.30,90.00,6234.16,18.00,1368.30,108.00,8210.04,54.00,3987.50,57.00,3751.17,898.00,61885.00
JO Neem&Tulsi Soap 100gm*5 70/,PCS,144.00,6408.86,81.00,3731.50,108.00,4975.32,108.00,4997.28,108.00,5746.86,72.00,3831.24,150.00,7981.76,98.00,5006.54,72.00,3831.18,138.00,7343.04,18.00,875.60,0.00,0.00,1097.00,54729.18
JO Neen&Tulsi Soap 100gm*8 110/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,1924.06,0.00,0.00,0.00,0.00,302.00,22348.00,0.00,0.00,328.00,24272.06
JO Rose&Cream Soap 100gm*5  70/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,288.00,15324.96,35.00,1640.86,108.00,5746.86,0.00,0.00,0.00,0.00,0.00,0.00,431.00,22712.68
JO Rose&Cream Soap 150gm*4 100/,PCS,12.00,789.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,625.42,0.00,0.00,0.00,0.00,86.00,6098.26,0.00,0.00,107.00,7513.34
JO Sandal Soap 100gm*5 70/,PCS,50.00,2059.40,36.00,1658.44,108.00,4975.32,144.00,6663.04,108.00,5746.86,72.00,3831.24,144.00,7662.48,155.00,8041.18,72.00,3831.18,72.00,3831.12,58.00,3086.24,32.00,1702.72,1051.00,53089.22
JO Sandal Soap 100gm*8 110/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,686.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,686.44
KK CN Oil 200ml+100ml,Pcs.,0.00,0.00,3.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,600.00
KK Oil 100ml+20ml,Pcs.,5.00,571.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,571.42
KK Shampoo 100+20,Pcs.,0.00,0.00,50.00,3428.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,3428.58
KK Shampoo Ayu 200 ml 120/-,Pcs.,37.00,3171.42,1.00,85.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,3257.14
KK Shampoo -Ayu 340ml 200/-,Pcs.,0.00,0.00,5.00,714.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,714.28
KLF Coconad Cocunut Milk 400ml,PCS,72.00,6171.42,138.00,11667.94,53.00,4542.86,24.00,2057.14,96.00,8228.56,96.00,8228.56,120.00,10285.70,24.00,2057.14,0.00,0.00,144.00,13259.96,72.00,6574.32,228.00,20837.28,1067.00,93910.88
KLF Coconad Milk 200ml,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,1205.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,1205.28
KLF Coconad Milk Powder 100g,PCS,0.00,0.00,0.00,0.00,48.00,3291.42,0.00,0.00,72.00,4937.16,84.00,5677.70,84.00,5715.42,0.00,0.00,36.00,2345.14,84.00,5636.46,168.00,11519.76,504.00,34295.04,1080.00,73418.10
KLF Coconad Oil 500ml Pet,PCS,252.00,30092.22,416.00,48865.20,478.00,54628.58,312.00,35657.04,344.00,40055.96,398.00,46119.06,256.00,30049.30,566.00,63451.78,297.00,32374.65,216.00,23641.60,164.00,18597.32,344.00,39937.52,4043.00,463470.23
KLF Coconad Oil 500ml Pouch,PCS,0.00,0.00,0.00,0.00,0.00,0.00,60.00,6400.00,180.00,18895.22,200.00,20571.42,0.00,0.00,80.00,9142.84,81.00,9266.76,40.00,4571.42,120.00,13123.60,40.00,4570.00,801.00,86541.26
KLF Coconut Oil 1 Ltr (P),PCS,0.00,0.00,0.00,0.00,248.00,54893.70,120.00,26361.90,60.00,13074.30,40.00,8716.20,0.00,0.00,60.00,13714.26,82.00,18732.86,60.00,13714.24,60.00,13723.40,80.00,18304.00,810.00,181234.86
KLF Coconut Oil 1 Ltr Pet,PCS,192.00,44510.48,324.00,72722.28,132.00,28763.42,204.00,50787.22,72.00,15689.52,284.00,62251.45,190.00,40927.48,332.00,74719.02,100.00,24022.58,84.00,18669.20,107.00,23844.56,180.00,42332.40,2201.00,499239.61
KLF Coconut Oil 250 ml Pet,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,3517.43,36.00,2553.48,0.00,0.00,0.00,0.00,101.00,6070.91
KLF Coconut Water 200ml,PCS,228.00,6107.14,860.00,23035.70,444.00,11892.88,1332.00,35678.58,6.00,160.72,48.00,1285.72,1296.00,34757.16,138.00,3696.44,38.00,1014.80,36.00,1028.52,95.00,2593.25,36.00,1028.52,4557.00,122279.43
KLF Cocosoft Soap 75g,PCS,0.00,0.00,0.00,0.00,144.00,4881.36,0.00,0.00,0.00,0.00,72.00,2440.68,72.00,2440.68,-63.00,-2135.60,144.00,4881.36,0.00,0.00,12.00,386.40,72.00,3050.64,453.00,15945.52
KLF Nirmal 250ml HDPE Bottle Blue,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1800.00,113526.00,36.00,2553.26,60.00,4345.60,48.00,3404.92,36.00,2553.60,0.00,0.00,72.00,5023.44,36.00,2553.48,2088.00,133960.30
KLF Nirmal Coconut  Oil 1 Ltr Can,PCS,0.00,0.00,0.00,0.00,20.00,5485.72,20.00,5485.72,0.00,0.00,20.00,5485.72,20.00,5485.72,0.00,0.00,44.00,12133.56,0.00,0.00,20.00,5485.80,0.00,0.00,144.00,39562.24
KLF Nirmal Coconut  Oil 500ml Blue Bt,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,2880.00,24.00,3291.42,24.00,3291.42,14.00,1920.00,12.00,1371.36,42.00,5598.42,24.00,2742.72,161.00,21095.34
KLF Nirmal Coconut Oil 500ml (P),PCS,0.00,0.00,0.00,0.00,48.00,5485.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,2605.68,0.00,0.00,72.00,8090.94
KLF Nirmal Jasmine 90ML,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2880.00,46972.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2880.00,46972.80
KLF Nirmal Virgin 250ml Bt,PCS,124.00,17784.12,152.00,21223.34,215.00,30044.70,102.00,14292.44,23.00,3223.96,68.00,9523.34,64.00,8936.52,44.00,6188.00,29.00,4054.31,16.00,2258.28,164.00,22789.72,32.00,4516.48,1033.00,144835.21
KLF Nirmal Virgin 500ml GB-NN,PCS,0.00,0.00,84.00,23850.12,0.00,0.00,72.00,20442.96,0.00,0.00,12.00,3430.86,12.00,3611.42,36.00,10834.28,0.00,0.00,24.00,7223.04,36.00,10125.72,0.00,0.00,276.00,79518.40
KLF Nirmal Virgin 500ml GBWM,PCS,0.00,0.00,15.00,4443.75,11.00,3144.90,16.00,4574.40,10.00,2859.00,15.00,4288.54,36.00,10653.66,24.00,7222.86,73.00,21949.85,11.00,3310.45,24.00,7222.80,69.00,20765.55,304.00,90435.76
KLF Nirmal Virgin Coconut Oil 250ml GB,PCS,48.00,7710.48,0.00,0.00,0.00,0.00,64.00,10120.96,16.00,2514.40,16.00,2514.40,16.00,2514.40,0.00,0.00,0.00,0.00,0.00,0.00,48.00,7524.00,0.00,0.00,208.00,32898.64
KLF Nirmal Virgin Coconut Oil 500ml Bt,PCS,105.00,28293.93,125.00,33592.91,56.00,15287.58,55.00,14800.03,108.00,28928.60,49.00,13167.87,58.00,15571.44,24.00,6428.56,1.00,227.86,36.00,10437.08,36.00,9623.04,12.00,3214.32,665.00,179573.22
KLF Nirmal Virgin Oil 1 Ltr Can,PCS,12.00,5914.28,12.00,5914.28,36.00,18531.54,0.00,0.00,7.00,3680.07,16.00,8306.40,0.00,0.00,24.00,12292.46,0.00,0.00,0.00,0.00,19.00,9988.68,18.00,9462.96,144.00,74090.67
KLF Tilnad Oil 1000ml (P),PCS,80.00,20419.04,20.00,5104.76,60.00,15314.28,119.00,32186.66,80.00,19352.38,98.00,22773.34,92.00,21379.06,72.00,16762.86,89.00,20351.17,0.00,0.00,100.00,23155.80,0.00,0.00,810.00,196799.35
KLF Tilnad Oil 1Ltr Pet,PCS,20.00,4952.38,60.00,14857.14,40.00,10514.28,20.00,5257.14,20.00,5257.14,20.00,4994.28,24.00,6308.58,24.00,5841.94,56.00,12443.88,32.00,7145.40,40.00,9219.00,70.00,15691.78,426.00,102482.94
KLF Tilnad Oil 200ml Pet,PCS,64.00,3803.42,96.00,5705.12,24.00,1426.28,32.00,1901.70,96.00,5705.14,40.00,2264.00,95.00,5005.21,60.00,3077.94,84.00,4266.40,72.00,3656.90,48.00,2437.84,79.00,4011.62,790.00,43261.57
KLF Tilnad Oil 500ml (P),PCS,80.00,10057.16,12.00,1554.28,80.00,10361.92,40.00,5180.96,80.00,10361.92,40.00,5180.96,40.00,5485.72,40.00,5485.72,75.00,8139.84,56.00,6613.32,80.00,9448.00,120.00,14172.00,743.00,92041.80
KLF Tilnad Oil 500ml Pet,PCS,36.00,4525.72,72.00,9600.00,0.00,0.00,36.00,5074.28,12.00,1691.42,72.00,9188.56,36.00,5074.28,48.00,6582.86,2.00,234.97,-12.00,-1691.40,72.00,9927.12,36.00,4388.40,410.00,54596.21
Laser 3 Reflex 4+4 Razor 120/-,PCS,6.00,403.38,48.00,3238.64,48.00,3227.00,0.00,0.00,0.00,0.00,54.00,3630.36,39.00,2752.54,63.00,4235.43,17.00,1142.89,64.00,4302.35,34.00,2286.62,38.00,2554.74,411.00,27773.95
Laser Control 3 Advance RC R+4 60/-,PCS,71.00,2353.25,54.00,1815.40,15.00,504.29,42.00,1411.98,0.00,0.00,66.00,2218.86,24.00,806.88,66.00,2327.26,6.00,201.72,6.00,201.66,12.00,457.62,0.00,0.00,362.00,12298.92
Laser Patels 3 BC 4 120/-,PCS,54.00,3630.34,24.00,1613.50,66.00,4437.08,83.00,4974.87,48.00,2218.42,17.00,571.38,72.00,2823.36,71.00,4369.85,40.00,2487.42,30.00,1010.04,76.00,2556.76,36.00,1211.70,617.00,31904.72
Laser Sport 2 Pch 5 70/-,PCS,68.00,2666.96,0.00,0.00,24.00,941.28,0.00,0.00,0.00,0.00,60.00,2353.20,6.00,235.32,12.00,470.64,0.00,0.00,6.00,235.26,38.00,1767.86,0.00,0.00,214.00,8670.52
Laser Sport 2 Pch FIRMGRIP 5 70/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,1067.80,5.00,222.46,24.00,941.04,0.00,0.00,9.00,352.89,62.00,2584.19
Laser Sport 3 Pch 10 Menthol 200/-,PCS,36.00,4033.12,60.00,6722.06,12.00,1344.40,73.00,8130.30,18.00,2016.60,6.00,672.20,64.00,5971.44,36.00,3697.68,25.00,1960.85,17.00,1237.64,36.00,2016.72,6.00,672.24,389.00,38475.25
Laser Sport 3 Pch 5*2 110/-,PCS,209.00,11773.74,234.00,14125.20,126.00,7764.04,391.00,24136.55,10.00,616.18,238.00,14665.36,362.00,22509.58,120.00,7528.73,300.00,18757.45,284.00,17681.50,202.00,12596.07,224.00,14140.47,2700.00,166294.87
LC Comb Skin 120 ml,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,7444.64,48.00,4963.16,208.00,25635.74,152.00,18555.18,480.00,56598.72
LC Comb Skin 60 ml,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,4667.76,0.00,0.00,480.00,40006.32,360.00,30068.18,900.00,74742.26
LC Oily Skin 120 ml,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,10236.41,51.00,5273.36,337.00,42509.94,154.00,19020.00,641.00,77039.71
LC Oily Skin 60 ml,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.00,4434.38,12.00,933.54,492.00,40938.72,195.00,16201.58,756.00,62508.22
Lion Arabian Seeded Dates 250gm (1+1),PCS,408.00,29185.72,893.00,31749.10,561.00,24950.88,693.00,29581.98,392.00,28349.86,830.00,59297.28,911.00,65924.10,1153.00,83097.32,696.00,50528.60,814.00,60627.68,350.00,27476.84,798.00,62331.69,8499.00,553101.05
Lion Arabian Seeded Dates 500gm (1+1),PCS,2100.00,280666.96,7300.00,496666.16,3835.00,319658.91,4843.00,341490.59,1035.00,59724.41,1159.00,142544.10,3385.00,321980.53,6843.00,676492.02,7062.00,718560.56,8435.00,961974.23,7590.00,621988.16,1022.00,150777.88,54609.00,5092524.51
Lion Buman Dates 500gm,PCS,0.00,0.00,146.00,15873.12,85.00,128.01,123.00,5383.62,0.00,0.00,0.00,0.00,21.00,2688.19,102.00,10937.11,0.00,0.00,114.00,15145.36,94.00,12715.40,10.00,1337.90,695.00,64208.71
Lion Dates Jam 500gm Combo,PCS,0.00,0.00,24.00,2603.58,0.00,0.00,24.00,331.34,0.00,0.00,48.00,5207.14,72.00,7842.86,0.00,0.00,36.00,3953.58,24.00,2635.72,0.00,0.00,0.00,0.00,228.00,22574.22
Lion Dates Syrup 1000gm,PCS,60.00,16033.92,60.00,15306.07,80.00,21313.38,134.00,21135.16,60.00,16033.92,60.00,15955.72,38.00,10096.16,80.00,21438.56,80.00,22140.00,40.00,11002.50,28.00,7684.98,61.00,16814.36,781.00,194954.73
Lion Dates Syrup 250gm,PCS,168.00,13000.14,39.00,3018.01,49.00,3791.81,20.00,1547.68,42.00,3250.12,148.00,10972.62,47.00,3659.97,72.00,5619.40,24.00,1857.20,-33.00,-2553.54,47.00,3597.85,68.00,5190.84,691.00,52952.10
Lion Dates Syrup 500gm,PCS,157.00,22254.77,97.00,13749.75,90.00,12883.50,295.00,7392.69,130.00,18427.52,70.00,10074.80,97.00,14332.60,49.00,6758.02,174.00,24608.35,126.00,17634.37,96.00,13672.75,109.00,15451.00,1490.00,177240.12
Lion Dates Syrup 800gm,PCS,24.00,5448.86,16.00,3654.86,50.00,11720.78,73.00,16784.14,60.00,13705.72,32.00,7309.72,11.00,2512.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,266.00,61136.80
Lion Delicasy Dates 500gm,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2269.20,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2269.20
Lion Deseeded Dates 200gm Cup,PCS,0.00,0.00,-66.00,-3818.56,36.00,2082.86,806.00,-65.22,96.00,5554.28,30.00,1627.24,36.00,1952.68,-2.00,-108.50,144.00,6656.14,0.00,0.00,0.00,0.00,0.00,0.00,1080.00,13880.92
Lion Deseeded Dates 200gm Refill,PCS,132.00,4295.88,410.00,12993.86,444.00,14234.36,580.00,18010.51,-13.00,-423.07,368.00,11346.80,480.00,15639.41,163.00,5277.60,522.00,16886.49,-39.00,-25800.60,465.00,17564.17,12.00,451.32,3524.00,90476.73
Lion Deseeded Dates 500gm,PCS,1124.00,85358.78,393.00,30025.32,829.00,66385.80,1135.00,80773.29,1861.00,147667.92,663.00,52399.68,3595.00,292385.58,1710.00,134227.59,1652.00,126833.26,1560.00,133127.81,77.00,-5019.96,719.00,57867.62,15318.00,1202032.69
Lion Deseeded Dates 500gm Cup,PCS,273.00,21888.00,193.00,15638.00,253.00,20456.00,208.00,16848.00,104.00,8424.00,0.00,0.00,165.00,13545.00,224.00,18099.00,179.00,14588.00,415.00,35763.18,90.00,8333.10,133.00,12314.48,2237.00,185896.76
Lion Desert King Dates 250gm Cup,PCS,291.00,25254.81,288.00,24994.17,45.00,3905.34,567.00,3951.98,268.00,23258.66,-7.00,-607.50,133.00,11542.50,273.00,23533.36,143.00,12410.35,139.00,12054.10,135.00,11899.47,4.00,352.92,2279.00,152550.16
Lion Desert King Dates 250gm-P,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,2473.50,72.00,5936.14,45.00,3710.08,34.00,2803.18,143.00,11932.07,0.00,0.00,0.00,0.00,24.00,1978.72,348.00,28833.69
Lion Desert King Dates 500gm Cup,PCS,245.00,40402.84,167.00,27539.26,104.00,17157.00,1022.00,-11003.80,127.00,19639.60,12.00,1893.94,183.00,30232.42,206.00,33988.26,62.00,10345.51,242.00,36555.45,125.00,20941.25,148.00,24716.08,2643.00,252407.81
Lion Desert King Dates 500gm Pouch,PCS,0.00,0.00,79.00,12563.68,-80.00,-12728.58,272.00,24.28,0.00,0.00,120.00,19092.86,121.00,19253.94,141.00,22436.98,177.00,28306.26,200.00,31900.08,92.00,14746.70,0.00,0.00,1122.00,135596.20
Lion Honey 1KG Combo,PCS,0.00,0.00,0.00,0.00,0.00,0.00,60.00,12439.43,60.00,12439.43,118.00,24464.21,160.00,33171.81,50.00,19872.18,0.00,0.00,1.00,97.14,0.00,0.00,58.00,16391.38,507.00,118875.58
Lion Honey 250gm Combo,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,8633.60,95.00,8633.60
Lion Honey 400gm Combo,PCS,0.00,0.00,-12.00,-1990.28,54.00,9066.86,242.00,11129.08,0.00,0.00,36.00,5970.86,6.00,1044.28,16.00,2653.72,54.00,8956.29,0.00,0.00,36.00,6044.58,36.00,5134.68,468.00,48010.07
Lion Mix Fruit Jam 250gm Combo,PCS,0.00,0.00,168.00,10692.00,192.00,12370.28,240.00,7647.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118.00,7583.71,48.00,3092.58,24.00,1527.42,790.00,42913.85
Lion Mix Fruit Jam 500gm Combo,PCS,0.00,0.00,264.00,30357.66,61.00,7014.45,83.00,6901.52,0.00,0.00,12.00,1379.90,156.00,17938.60,96.00,11175.42,148.00,17278.30,50.00,5820.53,120.00,13969.28,0.00,0.00,990.00,111835.66
Lion Muscat Dates 500gm Refill,PCS,0.00,0.00,160.00,26382.84,0.00,0.00,90.00,8.04,153.00,25228.60,0.00,0.00,110.00,17501.78,49.00,7333.44,0.00,0.00,243.00,37824.84,109.00,17421.45,60.00,9546.56,974.00,141247.55
Lion Orange Squash 700gm,PCS,1.00,102.84,12.00,1158.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.00,-579.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,681.92
Lion Pineapple Squash 700gm,PCS,1.00,97.28,12.00,1095.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,-730.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,462.44
Lion Rose Sharbath 700gm,PCS,1.00,97.28,12.00,1095.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,807.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,2000.06
Lion Seeded Dates 250gm (1+1),PCS,396.00,17704.28,148.00,8562.86,110.00,6364.30,297.00,4647.98,146.00,8266.32,241.00,13068.48,320.00,17414.03,302.00,16381.66,388.00,21142.24,-2.00,-108.48,286.00,18253.46,178.00,11586.02,2810.00,143283.15
Lion Seeded Dates 500gm,PCS,2358.00,259213.92,-438.00,-48149.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-134.00,-14730.44,-316.00,-34737.42,-9.00,-989.37,-8.00,-879.44,-1.00,-109.93,0.00,0.00,1452.00,159617.70
Lion Seeded Dates 500gm (1+1),PCS,2520.00,273627.16,5294.00,250822.74,2412.00,161387.16,3851.00,225114.96,3118.00,185065.32,431.00,45730.30,4390.00,282611.50,4445.00,307077.68,5489.00,422392.66,5611.00,476818.72,3937.00,259935.59,542.00,66640.42,42040.00,2957224.21
Listing Fee & Other,N.A.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31250.00,0.00,31250.00
MAKHANA ACHARI MANGO TWIST - 20 GM,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,570.00,7634.00,90.00,1205.36,173.00,2316.98,520.00,6964.36,0.00,0.00,1510.00,22007.16,0.00,0.00,2863.00,40127.86
MAKHANA LEMON MASALA TWIST - 20 GM,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,2812.52,720.00,9642.96,0.00,0.00,1710.00,24926.80,0.00,0.00,2640.00,37382.28
MAKHANA PUDINA MASALA TWIST - 20 GM,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,900.00,12053.68,337.00,4519.68,173.00,2317.00,480.00,6428.58,0.00,0.00,2040.00,29732.14,0.00,0.00,3930.00,55051.08
Malai Keshar Cold Cream 100 ml,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,-650.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,-650.88
Malai Keshar Cold Cream 60 ml,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,-271.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,-271.20
Marketing Services,N.A.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60000.00
Megha Aloevera Wax 700gm,PCS,14.00,1247.40,57.00,5078.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-53.00,-4721.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,1604.64
Megha Alovera Wax 250gm,PCS,55.00,2310.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,302.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00,2612.04
Megha Chocolate  Wax 250gm,PCS,6.00,252.00,134.00,5628.00,0.00,0.00,0.00,0.00,6.00,302.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,146.00,6182.04
Megha Chocolate Wax 700gm,PCS,3.00,267.30,80.00,7128.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.00,7395.30
Megha Gold Wax 700gm,PCS,0.00,0.00,48.00,4276.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,4276.80
Megha Hair Colour 15gm Black,Dozen,0.00,0.00,280.00,33672.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-110.25,-12557.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,169.75,21115.64
Megha Hair Colour 15gm Brown,Dozen,0.00,0.00,192.00,23089.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,192.00,23089.92
Megha Hair Colour 15gm Burgundy,Dozen,0.00,0.00,52.00,6253.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.00,6253.52
